VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
HADIYA,348,186,162,2800,1490,1310,1600,798,802,824,424,400,964,438,526,349,160,189,97,69,28,13,11,2,4,2,2,382,176,206,23,14,9
HARDENI,96,61,35,1023,525,498,454,247,207,167,85,82,160,86,74,35,21,14,11,9,2,6,6,0,2,2,0,46,23,23,6,5,1
INAME,68,33,35,780,426,354,501,261,240,311,167,144,47,23,24,23,12,11,6,4,2,2,2,0,0,0,0,7,7,0,5,4,1
JALPACHILAUNE,6,3,3,1182,651,531,477,231,246,216,118,98,200,94,106,69,29,40,14,12,2,10,9,1,3,2,1,177,111,66,11,8,3
JANTE,4,3,1,579,299,280,312,166,146,146,78,68,96,48,48,39,23,16,6,1,5,3,3,0,4,1,3,4,3,1,9,5,4
JOGIDAHA,204,108,96,1393,764,629,895,460,435,488,214,274,648,325,323,129,72,57,37,27,10,4,4,0,0,0,0,207,114,93,31,19,12
KATARI,567,293,274,5002,2735,2267,2859,1498,1361,1237,654,583,1686,812,874,521,291,230,137,103,34,51,41,10,3,1,2,601,272,329,36,19,17
KATUNJE BABALA,128,64,64,1861,977,884,746,366,380,266,145,121,161,92,69,54,30,24,6,5,1,0,0,0,2,1,1,119,61,58,6,3,3
KHANBU,61,38,23,1168,618,550,628,331,297,256,141,115,249,118,131,55,36,19,20,18,2,0,0,0,1,0,1,74,35,39,4,2,2
LAPHAGAUN,103,41,62,933,513,420,339,179,160,182,97,85,117,57,60,33,13,20,3,3,0,3,3,0,0,0,0,4,2,2,20,11,9
LEKHANI,91,45,46,920,488,432,383,207,176,166,84,82,193,106,87,66,41,25,12,11,1,2,2,0,1,1,0,118,64,54,0,0,0
LEKHGAUN,35,20,15,759,406,353,381,185,196,96,39,57,117,53,64,17,11,6,2,1,1,3,3,0,0,0,0,3,1,2,0,0,0
LIMPATAR,55,28,27,814,449,365,355,170,185,120,64,56,25,17,8,13,9,4,4,4,0,0,0,0,0,0,0,1,0,1,1,0,1
MAINAMAINI,31,15,16,1549,800,749,750,365,385,296,143,153,241,132,109,31,24,7,5,2,3,1,1,0,3,1,2,111,68,43,30,16,14
NAMETAR,152,75,77,548,307,241,258,131,127,63,36,27,93,57,36,17,12,5,4,4,0,0,0,0,0,0,0,58,48,10,12,6,6
OKHALE,110,66,44,783,433,350,333,145,188,87,44,43,104,54,50,21,11,10,4,3,1,2,2,0,1,1,0,88,49,39,1,1,0
PACHCHAWATI,179,99,80,2259,1177,1082,1309,710,599,515,268,247,623,353,270,187,106,81,44,28,16,6,6,0,1,1,0,502,271,231,4,3,1
POKHARI,63,36,27,993,528,465,473,242,231,146,76,70,168,86,82,49,31,18,12,10,2,0,0,0,0,0,0,43,13,30,1,1,0
RAUTA,230,115,115,2521,1355,1166,1017,531,486,423,211,212,383,201,182,142,79,63,24,17,7,10,9,1,8,4,4,252,114,138,11,6,5
RISKU,192,87,105,2153,1147,1006,1081,564,517,437,243,194,434,230,204,110,62,48,26,20,6,7,5,2,2,0,2,184,76,108,6,4,2
RUPATAR,109,58,51,910,518,392,473,244,229,186,117,69,260,149,111,82,57,25,17,16,1,2,2,0,1,1,0,26,17,9,1,0,1
SAUNE,27,12,15,828,444,384,409,213,196,204,100,104,99,47,52,29,19,10,10,8,2,2,2,0,2,0,2,78,40,38,14,7,7
SHORUNG CHHABISE,51,23,28,1164,657,507,359,190,169,140,72,68,124,71,53,36,24,12,16,14,2,2,2,0,4,1,3,162,99,63,26,13,13
SIDDHIPUR,131,66,65,1071,572,499,553,273,280,252,135,117,199,112,87,71,32,39,15,9,6,4,4,0,7,3,4,34,15,19,0,0,0
SIRISE,148,75,73,1481,813,668,458,235,223,120,52,68,101,44,57,28,17,11,8,5,3,2,2,0,2,1,1,31,21,10,5,5,0
SUNDARPUR,124,65,59,1442,791,651,707,360,347,465,245,220,328,156,172,158,71,87,33,19,14,10,4,6,4,2,2,216,92,124,0,0,0
TAMLICHHA,0,0,0,651,328,323,324,151,173,179,100,79,83,51,32,19,9,10,6,4,2,2,2,0,0,0,0,102,50,52,18,12,6
TAPESWORI,349,186,163,2281,1190,1091,1512,733,779,850,447,403,840,395,445,247,125,122,42,30,12,7,7,0,6,0,6,351,187,164,28,13,15
TAWASHREE,82,44,38,1678,915,763,725,370,355,232,115,117,207,112,95,44,26,18,14,9,5,1,0,1,2,1,1,42,23,19,9,5,4
THANAGAU,0,0,0,724,387,337,358,192,166,168,107,61,103,76,27,30,20,10,8,8,0,1,1,0,0,0,0,12,7,5,13,8,5
THOKSILA,485,260,225,5370,2773,2597,3226,1615,1611,1783,887,896,1130,553,577,413,227,186,83,63,20,18,13,5,6,2,4,629,313,316,31,19,12
TRIBENI,314,174,140,2102,1110,992,1189,606,583,583,298,285,556,262,294,201,102,99,27,15,12,6,5,1,3,1,2,342,207,135,21,9,12
TRIYUGA MUNICIPALITY,1956,1078,878,16292,8469,7823,9562,4845,4717,5203,2663,2540,8102,4062,4040,3015,1587,1428,1025,742,283,297,257,40,46,26,20,2985,1298,1687,96,43,53
VALAYADANDA,228,123,105,2634,1439,1195,1197,533,664,487,242,245,410,210,200,157,77,80,21,11,10,12,8,4,0,0,0,466,208,258,7,5,2
MAYANKHU,100,43,57,660,358,302,277,149,128,106,49,57,120,69,51,22,12,10,6,4,2,1,1,0,0,0,0,110,47,63,1,1,0
INSTITUTIONAL,19,12,7,272,246,26,529,506,23,295,279,16,692,654,38,154,146,8,50,48,2,15,15,0,0,0,0,1,1,0,0,0,0
