VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
LEKHGAUN,2375,1061,1314,25,11,14,6,3,3,10,6,4,0,0,0,6,5,1,2,1,1,1,1,0,4,3,1
LIMPATAR,2658,1254,1404,16,10,6,6,2,4,4,2,2,0,0,0,11,4,7,1,0,1,1,1,0,1,1,0
MAINAMAINI,5033,2337,2696,35,14,21,15,5,10,26,14,12,1,0,1,27,13,14,4,3,1,5,2,3,17,11,6
NAMETAR,2131,1015,1116,33,19,14,8,5,3,3,1,2,0,0,0,4,3,1,2,0,2,4,3,1,7,6,1
OKHALE,2631,1226,1405,47,27,20,5,3,2,14,6,8,0,0,0,9,5,4,0,0,0,7,4,3,9,4,5
PACHCHAWATI,9027,4310,4717,69,39,30,22,12,10,52,28,24,5,4,1,57,28,29,16,10,6,13,6,7,21,14,7
POKHARI,3091,1439,1652,43,26,17,16,2,14,19,11,8,1,1,0,19,10,9,5,3,2,2,1,1,12,6,6
RAUTA,7416,3532,3884,90,51,39,25,14,11,30,17,13,2,2,0,33,18,15,10,5,5,11,6,5,13,10,3
RISKU,7638,3481,4157,83,54,29,28,12,16,48,32,16,3,2,1,26,15,11,13,9,4,10,5,5,10,5,5
RUPATAR,3533,1765,1768,47,28,19,20,8,12,27,13,14,3,0,3,13,6,7,2,1,1,5,3,2,15,9,6
SAUNE,2593,1229,1364,36,16,20,15,7,8,11,7,4,3,1,2,9,3,6,4,2,2,4,3,1,3,3,0
SHORUNG CHHABISE,3677,1799,1878,13,9,4,9,6,3,22,15,7,3,2,1,13,7,6,2,0,2,2,1,1,14,8,6
SIDDHIPUR,3673,1715,1958,25,11,14,5,2,3,16,6,10,2,1,1,22,18,4,10,5,5,1,1,0,16,5,11
SIRISE,4339,2042,2297,23,12,11,7,5,2,11,5,6,0,0,0,13,9,4,3,1,2,10,7,3,3,2,1
SUNDARPUR,5499,2497,3002,71,34,37,20,8,12,36,18,18,0,0,0,22,9,13,5,1,4,12,4,8,8,4,4
TAMLICHHA,2256,1030,1226,22,14,8,9,3,6,30,16,14,0,0,0,5,3,2,1,0,1,0,0,0,21,10,11
TAPESWORI,9920,4465,5455,43,22,21,42,22,20,47,25,22,2,2,0,36,17,19,23,11,12,21,13,8,18,9,9
TAWASHREE,5596,2634,2962,48,25,23,15,6,9,35,24,11,1,0,1,23,11,12,7,3,4,3,1,2,22,10,12
THANAGAU,2390,1179,1211,28,20,8,14,7,7,10,7,3,0,0,0,8,4,4,2,1,1,2,0,2,36,19,17
THOKSILA,20790,9539,11251,164,92,72,61,37,24,90,48,42,6,4,2,79,37,42,29,15,14,27,13,14,35,21,14
TRIBENI,8613,3983,4630,70,46,24,23,14,9,49,26,23,4,1,3,26,18,8,10,5,5,23,10,13,21,10,11
TRIYUGA MUNICIPALITY,68898,32323,36575,331,185,146,143,73,70,176,95,81,15,5,10,165,87,78,60,30,30,115,60,55,97,52,45
VALAYADANDA,8633,3999,4634,74,47,27,24,15,9,35,20,15,0,0,0,40,22,18,9,5,4,17,8,9,28,15,13
MAYANKHU,2518,1220,1298,23,10,13,4,0,4,11,7,4,2,1,1,13,9,4,0,0,0,0,0,0,15,9,6
INSTITUTIONAL,2055,1918,137,16,13,3,19,10,9,8,6,2,0,0,0,1,0,1,1,1,0,0,0,0,3,3,0
