VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
PACHHABANG,4239,1832,2407,51,31,20,8,3,5,11,7,4,0,0,0,12,3,9,6,2,4,3,2,1,3,3,0
PAKHAPANI,6013,2826,3187,57,29,28,24,6,18,19,6,13,8,4,4,23,19,4,6,2,4,5,2,3,12,8,4
PANG,4498,1987,2511,38,24,14,9,4,5,5,3,2,0,0,0,7,3,4,2,2,0,5,3,2,3,1,2
RANGKOT,3453,1545,1908,29,20,9,16,8,8,18,10,8,1,0,1,4,2,2,3,1,2,1,0,1,2,1,1
RANGSI,4459,1981,2478,52,31,21,34,12,22,51,21,30,8,2,6,11,7,4,11,2,9,4,3,1,20,13,7
RANK,5960,2761,3199,76,40,36,38,19,19,25,14,11,5,3,2,13,7,6,8,1,7,4,3,1,22,13,9
SAKHI,2801,1288,1513,35,25,10,15,8,7,28,15,13,2,1,1,6,3,3,1,1,0,1,1,0,1,1,0
SERAM,1931,899,1032,15,8,7,6,1,5,4,3,1,0,0,0,16,10,6,0,0,0,0,0,0,0,0,0
SIRPA,6858,2988,3870,60,33,27,33,18,15,28,14,14,3,0,3,21,5,16,8,5,3,8,6,2,19,12,7
SIURI,1700,788,912,10,3,7,5,3,2,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0
TALABANG,5071,2293,2778,30,19,11,24,9,15,25,10,15,1,0,1,10,8,2,5,2,3,3,2,1,11,7,4
TEWANG,3359,1575,1784,25,16,9,8,1,7,4,0,4,0,0,0,4,2,2,2,2,0,0,0,0,2,2,0
THABANG,4150,1908,2242,114,72,42,48,18,30,40,23,17,6,4,2,15,7,8,1,0,1,1,1,0,23,9,14
UWA,3838,1829,2009,35,14,21,29,13,16,37,16,21,4,3,1,9,1,8,3,1,2,6,3,3,9,5,4
BADACHAUR,5528,2427,3101,74,34,40,55,26,29,81,37,44,9,3,6,22,13,9,17,9,8,6,2,4,23,10,13
HWAMA,3729,1594,2135,49,25,24,16,7,9,47,25,22,1,1,0,10,5,5,3,3,0,0,0,0,10,5,5
WOT,4269,1933,2336,57,17,40,33,16,17,20,10,10,2,0,2,11,8,3,1,1,0,4,2,2,12,6,6
INSTITUTIONAL,3254,2738,516,44,41,3,12,8,4,2,1,1,1,1,0,1,1,0,6,2,4,0,0,0,9,7,2
