VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
NANGEEN,6550,3032,3518,56,33,23,20,9,11,34,18,16,8,1,7,17,10,7,12,4,8,3,0,3,12,7,5
NAWAMIDANDA,4021,1836,2185,39,17,22,22,12,10,15,9,6,0,0,0,12,2,10,4,2,2,2,1,1,13,6,7
OLANE,2440,1145,1295,30,17,13,10,6,4,20,8,12,4,2,2,12,4,8,3,0,3,8,6,2,9,2,7
OYAM,3785,1819,1966,39,20,19,19,11,8,14,9,5,3,1,2,14,6,8,8,5,3,4,3,1,5,2,3
PANCHAMI,4767,2187,2580,52,30,22,8,4,4,17,7,10,0,0,0,13,9,4,3,2,1,4,2,2,14,6,8
PAUWA SARTAP,4261,1922,2339,37,24,13,9,5,4,7,1,6,2,0,2,8,2,6,4,3,1,1,1,0,9,3,6
PHAKTEP,3918,1823,2095,65,38,27,25,11,14,10,2,8,0,0,0,12,8,4,2,1,1,1,1,0,10,5,5
PHIDIM,17125,8217,8908,115,64,51,60,30,30,20,11,9,3,2,1,24,15,9,28,14,14,8,6,2,16,9,7
PRANGBUNG,4277,2038,2239,43,26,17,17,8,9,17,9,8,4,1,3,8,6,2,3,1,2,2,0,2,19,8,11
RABI,4099,1874,2225,36,20,16,13,7,6,18,11,7,0,0,0,12,8,4,4,3,1,6,3,3,12,6,6
RANI GAUN,4853,2264,2589,65,37,28,22,9,13,18,8,10,1,0,1,9,5,4,7,3,4,4,2,2,6,3,3
RANITAR,6891,3251,3640,57,33,24,27,11,16,26,16,10,3,2,1,29,18,11,8,4,4,6,3,3,18,7,11
SARANG DANDA,5431,2477,2954,58,36,22,12,10,2,14,8,6,1,0,1,12,3,9,15,7,8,11,6,5,6,3,3
SIDIN,4417,2059,2358,62,33,29,28,11,17,29,17,12,6,6,0,16,9,7,13,7,6,6,3,3,11,5,6
SIWA,3507,1615,1892,6,4,2,3,2,1,9,6,3,1,1,0,8,4,4,2,2,0,5,4,1,3,1,2
SUBHANG,4682,2223,2459,67,35,32,16,10,6,10,5,5,0,0,0,14,10,4,3,1,2,5,4,1,2,2,0
SYABRUMBA,3155,1405,1750,19,17,2,16,4,12,5,1,4,1,0,1,9,2,7,6,3,3,1,0,1,5,1,4
THARPU,4536,2118,2418,65,40,25,31,11,20,40,22,18,0,0,0,11,4,7,12,7,5,6,1,5,15,9,6
YANGANAM,5621,2533,3088,43,21,22,33,11,22,26,14,12,6,3,3,16,8,8,15,8,7,7,5,2,8,5,3
YASOK,4118,1897,2221,33,15,18,23,13,10,10,6,4,5,2,3,11,4,7,5,4,1,1,1,0,18,10,8
INSTITUTIONAL,1322,1272,50,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
