VDC/MUNICIPALITY,MALE_POPULATION_5_25,FEMALE_POPULATION_5_25,SCHOOL_GOING_MALE,SCHOOL_GOING_FEMALE,NOT_GOING_MALE,NOT_GOING_FEMALE,ATTENDENCE_NOT_STATED_MALE,ATTENDENCE_NOT_STATED_FEMALE
PIPARA SIMARA,4394,4418,3349,3097,931,1172,114,149
PIPARABIRTA,946,873,408,267,361,328,177,278
PIPARPATI PARCHROUWA,1156,1133,565,446,530,627,61,60
PIPRA BASANTAPUR,1054,963,556,452,494,507,4,4
PIPRADHI GOTH,1121,1101,675,588,356,357,90,156
PRASAUNI,1968,1751,1250,1033,574,592,144,126
PRASAUNA,857,923,585,557,269,366,3,0
PRASTOKA,2422,2519,1366,1206,998,1282,58,31
PRASURAMPUR,1679,1605,796,566,870,1028,13,11
PURAINIYA,1618,1579,1053,887,535,665,30,27
RAGHUNATHPUR,1233,1231,641,516,579,698,13,17
RAMPUR TOKANI,1742,1580,945,728,770,820,27,32
RAMPURWA,1085,1159,753,759,322,391,10,9
RATANPURI,2281,2605,1537,1570,714,994,30,41
RAUWAHI,791,706,437,325,347,374,7,7
SAPAHI,1749,1926,1220,1196,456,644,73,86
SHREENAGAR BAIRIYA,1106,1077,673,601,428,467,5,9
SIHORWA,1048,1037,581,515,438,497,29,25
SINHASANI,1218,1246,763,705,454,536,1,5
SISAHANIYA,827,724,361,270,444,432,22,22
TEDHAKATTI,1095,1049,561,346,529,698,5,5
TELKUWA,1184,1177,653,572,278,242,253,363
TETARIYA,716,726,438,414,265,299,13,13
UCHIDIHA,1122,1112,667,570,447,503,8,39
UMARJAN,1219,1196,731,580,478,602,10,14
INSTITUTIONAL,310,19,66,8,181,10,63,1
