VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
BHOKRAHA,19108,9195,9913,116,73,43,58,33,25,29,16,13,5,2,3,46,30,16,19,11,8,7,3,4,27,18,9
BISHNUPADUKA,4512,2139,2373,16,8,8,12,4,8,29,15,14,1,1,0,19,10,9,12,4,8,8,6,2,14,7,7
CHANDWELA,6602,3178,3424,28,13,15,13,7,6,21,9,12,1,0,1,14,11,3,13,8,5,1,1,0,7,4,3
CHHITAHA,9623,4707,4916,75,44,31,26,16,10,19,9,10,2,0,2,18,12,6,11,5,6,3,1,2,10,7,3
CHIMADI,6308,3103,3205,55,34,21,22,11,11,11,7,4,2,1,1,14,7,7,14,9,5,6,3,3,12,7,5
DEWANGANJ,7371,3780,3591,38,21,17,10,3,7,16,8,8,4,3,1,23,11,12,11,6,5,0,0,0,11,7,4
DHARAN MUNICIPALITY,114925,53958,60967,386,218,168,132,73,59,166,78,88,23,16,7,245,107,138,130,62,68,53,23,30,121,64,57
GHUSKEE,10753,5128,5625,59,41,18,35,19,16,10,6,4,1,1,0,42,19,23,15,6,9,5,4,1,11,7,4
DUHABI,20969,10492,10477,124,86,38,39,21,18,25,12,13,1,1,0,42,28,14,22,12,10,6,4,2,17,11,6
DUMRAHA,16315,7738,8577,67,39,28,34,12,22,24,14,10,4,3,1,41,18,23,18,12,6,9,8,1,16,12,4
GAUTAMPUR,3991,2027,1964,11,9,2,17,6,11,7,4,3,0,0,0,14,8,6,4,1,3,2,2,0,7,4,3
HANSAPOSA,25116,11269,13847,122,80,42,43,22,21,49,25,24,3,1,2,52,32,20,35,17,18,13,9,4,27,15,12
HARINAGARA,7734,3871,3863,42,24,18,8,5,3,13,10,3,3,2,1,7,1,6,8,3,5,0,0,0,5,3,2
HARIPUR,11904,5997,5907,40,22,18,25,16,9,14,8,6,2,1,1,24,13,11,16,7,9,4,1,3,4,3,1
INARUWA MUNICIPALITY,28117,13978,14139,136,82,54,44,28,16,34,17,17,10,3,7,52,29,23,41,25,16,5,4,1,15,8,7
ITAHARI MUNICIPALITY,73757,35031,38726,296,171,125,111,64,47,77,38,39,9,6,3,95,45,50,68,38,30,19,10,9,69,36,33
JALPAPUR,6531,3193,3338,44,21,23,21,13,8,13,6,7,2,1,1,10,5,5,1,0,1,3,2,1,8,6,2
KAPTANGANJ,8940,4544,4396,39,30,9,11,5,6,7,7,0,3,1,2,13,9,4,4,3,1,2,0,2,7,4,3
KHANAR,20090,10087,10003,80,48,32,63,32,31,24,15,9,1,0,1,30,14,16,16,9,7,11,7,4,8,5,3
LAUKAHI,4965,2540,2425,33,18,15,9,4,5,10,4,6,4,3,1,5,4,1,8,5,3,1,1,0,3,2,1
MADHELEE,7552,3686,3866,29,16,13,11,4,7,5,2,3,2,0,2,7,4,3,6,3,3,1,1,0,7,6,1
MADHESA,5888,2713,3175,35,21,14,13,5,8,29,12,17,1,0,1,19,12,7,22,11,11,8,3,5,7,4,3
MADHUWAN,7562,3613,3949,49,29,20,28,13,15,22,10,12,4,2,2,10,6,4,12,6,6,7,5,2,12,7,5
MADHYAHARSHAHI,5316,2681,2635,40,26,14,28,16,12,7,3,4,2,0,2,17,5,12,4,3,1,2,1,1,10,6,4
MAHENDRANAGAR,23213,10536,12677,157,98,59,52,33,19,60,25,35,5,4,1,67,35,32,27,20,7,11,3,8,39,29,10
NARSINGHATAPPU,20848,10336,10512,96,62,34,92,41,51,11,7,4,3,3,0,31,18,13,5,2,3,4,3,1,4,1,3
PAKALI,11260,5233,6027,26,15,11,16,9,7,12,6,6,3,1,2,28,15,13,7,2,5,14,9,5,6,1,5
PANCHAKANYA,16589,7707,8882,95,55,40,28,15,13,47,24,23,9,4,5,44,25,19,21,10,11,7,4,3,61,34,27
PASHCHIM KUSHAHA,11349,5653,5696,60,33,27,27,13,14,15,9,6,3,0,3,20,14,6,9,5,4,6,4,2,7,4,3
PRAKASHPUR,13617,6110,7507,199,114,85,93,43,50,80,40,40,14,7,7,30,13,17,37,17,20,11,8,3,24,7,17
PURBAKUSHAHA,7649,3829,3820,27,15,12,12,7,5,7,4,3,0,0,0,9,6,3,4,1,3,0,0,0,4,3,1
RAMGANJ BELGACHHI,8260,4195,4065,40,19,21,11,5,6,5,3,2,1,0,1,23,11,12,5,3,2,3,2,1,15,8,7
RAJGANJ SINUWARI,8966,4589,4377,42,29,13,24,14,10,6,3,3,0,0,0,13,8,5,16,8,8,2,2,0,4,1,3
RAMNAGAR BHUTAHA,12167,5895,6272,55,32,23,26,16,10,17,9,8,5,3,2,38,26,12,10,5,5,0,0,0,19,10,9
SAHEBGANJ,4020,2003,2017,18,8,10,2,1,1,6,3,3,0,0,0,6,2,4,1,1,0,2,2,0,9,6,3
SATTERJHORA,9396,4471,4925,49,34,15,18,7,11,6,5,1,1,1,0,17,9,8,3,1,2,4,3,1,13,8,5
SIMARIYA,5352,2621,2731,22,11,11,7,3,4,7,5,2,2,1,1,10,6,4,7,4,3,2,0,2,8,4,4
SINGIYA,11147,5066,6081,52,28,24,21,13,8,19,14,5,4,2,2,14,4,10,6,4,2,7,6,1,11,5,6
SONAPUR,11593,5816,5777,49,28,21,24,10,14,4,2,2,0,0,0,14,8,6,4,2,2,7,5,2,12,9,3
SRIPURJABDI,14854,7440,7414,81,53,28,26,15,11,14,7,7,4,3,1,28,18,10,18,12,6,8,5,3,26,17,9
TANAMUNA,5761,2865,2896,27,20,7,15,11,4,8,3,5,1,0,1,14,5,9,3,1,2,2,2,0,4,3,1
INSTITUTIONAL,10082,8570,1512,22,18,4,68,38,30,5,4,1,1,0,1,50,34,16,5,5,0,2,2,0,8,7,1
