VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
INARUWA MUNICIPALITY,836,478,358,5842,3035,2807,3526,1814,1712,2722,1473,1249,3808,2009,1799,1872,1166,706,963,723,240,222,187,35,18,11,7,629,276,353,64,29,35
ITAHARI MUNICIPALITY,2017,1038,979,14658,7509,7149,9917,4825,5092,7767,3804,3963,10866,5218,5648,5565,3020,2545,2171,1459,712,676,524,152,25,14,11,2904,1379,1525,136,69,67
JALPAPUR,223,118,105,1661,923,738,521,324,197,249,168,81,57,39,18,61,49,12,30,27,3,4,4,0,1,1,0,6,5,1,7,5,2
KAPTANGANJ,326,166,160,2139,1212,927,972,589,383,351,217,134,410,253,157,127,82,45,55,46,9,20,16,4,2,2,0,6,2,4,13,5,8
KHANAR,411,216,195,4936,2755,2181,3058,1702,1356,1892,1062,830,1662,935,727,623,397,226,260,195,65,43,28,15,6,3,3,479,286,193,44,25,19
LAUKAHI,110,59,51,1205,680,525,549,318,231,248,167,81,335,219,116,121,94,27,26,19,7,2,0,2,0,0,0,9,5,4,20,11,9
MADHELEE,139,75,64,1629,948,681,919,559,360,630,357,273,659,353,306,137,84,53,42,35,7,3,2,1,4,2,2,276,141,135,60,35,25
MADHESA,118,61,57,1200,562,638,757,378,379,523,280,243,785,395,390,261,156,105,115,81,34,16,13,3,1,1,0,176,77,99,1,0,1
MADHUWAN,113,63,50,1805,979,826,854,474,380,472,275,197,366,217,149,114,68,46,50,38,12,8,8,0,0,0,0,145,80,65,9,7,2
MADHYAHARSHAHI,228,127,101,1247,727,520,546,316,230,289,169,120,294,182,112,84,73,11,16,15,1,2,2,0,0,0,0,58,36,22,7,5,2
MAHENDRANAGAR,530,295,235,5516,2858,2658,3256,1606,1650,2201,1068,1133,1972,904,1068,580,339,241,139,101,38,31,26,5,1,0,1,1693,891,802,51,24,27
NARSINGHATAPPU,649,344,305,4685,2602,2083,1342,800,542,674,415,259,521,358,163,163,122,41,75,60,15,13,12,1,1,0,1,48,21,27,137,69,68
PAKALI,210,131,79,2593,1315,1278,1524,809,715,1155,595,560,804,406,398,371,206,165,144,93,51,36,28,8,12,5,7,249,151,98,78,42,36
PANCHAKANYA,584,295,289,4402,2350,2052,2825,1398,1427,1446,698,748,1268,630,638,303,154,149,85,49,36,14,12,2,1,1,0,795,349,446,58,29,29
PASHCHIM KUSHAHA,156,83,73,2874,1618,1256,1146,709,437,490,316,174,422,287,135,201,150,51,41,35,6,7,7,0,0,0,0,3,1,2,81,44,37
PRAKASHPUR,489,253,236,3364,1713,1651,1829,926,903,1011,508,503,1196,586,610,233,137,96,69,55,14,8,8,0,0,0,0,574,308,266,8,3,5
PURBAKUSHAHA,139,78,61,1638,901,737,889,536,353,630,362,268,333,217,116,136,85,51,54,39,15,1,1,0,0,0,0,49,31,18,6,3,3
RAMGANJ BELGACHHI,192,90,102,1849,1060,789,1053,642,411,461,292,169,586,397,189,120,94,26,30,22,8,12,12,0,0,0,0,113,41,72,8,4,4
RAJGANJ SINUWARI,168,91,77,2387,1369,1018,965,563,402,479,323,156,476,290,186,168,132,36,36,28,8,12,11,1,0,0,0,9,6,3,16,7,9
RAMNAGAR BHUTAHA,528,280,248,3314,1762,1552,1075,584,491,412,270,142,286,198,88,148,105,43,50,42,8,11,9,2,0,0,0,8,4,4,47,19,28
SAHEBGANJ,22,14,8,996,562,434,352,194,158,265,172,93,124,84,40,73,56,17,15,14,1,3,2,1,2,1,1,9,6,3,2,2,0
SATTERJHORA,167,92,75,2222,1234,988,1034,597,437,572,336,236,323,201,122,79,63,16,23,21,2,3,3,0,0,0,0,43,34,9,13,5,8
SIMARIYA,108,61,47,1139,627,512,580,339,241,307,170,137,336,193,143,89,65,24,23,18,5,1,1,0,0,0,0,149,106,43,19,12,7
SINGIYA,153,86,67,2167,1105,1062,1380,717,663,938,493,445,1052,568,484,349,175,174,92,67,25,17,13,4,3,2,1,849,442,407,185,104,81
SONAPUR,355,200,155,2943,1600,1343,1298,777,521,1074,654,420,586,348,238,274,193,81,102,91,11,23,18,5,8,4,4,161,97,64,58,25,33
SRIPURJABDI,282,164,118,4144,2297,1847,1173,744,429,547,421,126,369,262,107,130,103,27,44,36,8,15,13,2,0,0,0,36,27,9,12,7,5
TANAMUNA,69,39,30,1482,870,612,689,405,284,365,196,169,510,292,218,120,89,31,42,34,8,12,8,4,1,1,0,2,1,1,9,6,3
INSTITUTIONAL,148,100,48,1856,1486,370,2581,2239,342,1362,1252,110,2109,1836,273,1420,1083,337,200,177,23,38,36,2,64,59,5,119,118,1,7,6,1
