VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
LADUK,200,105,95,950,504,446,425,240,185,206,136,70,76,59,17,42,24,18,10,6,4,3,3,0,2,2,0,241,120,121,5,2,3
LAKURIDANDA,145,77,68,949,476,473,479,266,213,198,119,79,156,81,75,30,19,11,7,5,2,4,4,0,1,1,0,152,91,61,3,1,2
LAMABAGAR,105,46,59,612,346,266,150,96,54,64,48,16,27,23,4,20,12,8,15,12,3,2,2,0,0,0,0,96,38,58,2,1,1
LAMIDANDA,176,103,73,1025,572,453,570,305,265,239,128,111,171,101,70,120,73,47,19,16,3,15,14,1,5,1,4,200,103,97,4,4,0
LAPILANG,231,132,99,1390,805,585,605,326,279,186,110,76,102,60,42,67,46,21,7,5,2,3,2,1,0,0,0,288,121,167,10,4,6
MAGAPAUWA,103,59,44,689,376,313,414,223,191,147,75,72,135,63,72,39,17,22,10,5,5,2,2,0,1,0,1,63,37,26,12,6,6
MALI,30,15,15,678,351,327,356,179,177,178,102,76,106,52,54,57,29,28,13,7,6,6,4,2,0,0,0,28,11,17,1,0,1
MALU,36,20,16,621,325,296,332,183,149,189,109,80,177,106,71,98,58,40,11,8,3,9,7,2,2,2,0,133,56,77,7,5,2
MARBU,36,22,14,351,197,154,128,75,53,34,17,17,28,13,15,25,11,14,7,5,2,1,1,0,0,0,0,1,0,1,0,0,0
MELUNG,92,58,34,849,456,393,504,261,243,248,131,117,178,95,83,95,59,36,28,20,8,8,8,0,2,1,1,129,36,93,5,3,2
MIRGE,76,39,37,931,482,449,450,221,229,288,143,145,151,90,61,97,56,41,11,9,2,1,0,1,8,4,4,30,5,25,2,1,1
NAMDU,198,105,93,1132,598,534,605,328,277,321,169,152,299,176,123,137,77,60,32,26,6,13,11,2,7,3,4,163,59,104,5,4,1
ORANG,113,48,65,628,371,257,197,123,74,69,52,17,36,26,10,27,22,5,2,1,1,1,1,0,2,1,1,124,50,74,7,3,4
PAWATI,196,89,107,1066,539,527,587,310,277,250,139,111,239,117,122,80,43,37,27,14,13,9,7,2,3,0,3,207,88,119,13,6,7
SAHARE,142,58,84,877,457,420,428,215,213,178,104,74,187,107,80,126,60,66,46,37,9,15,13,2,0,0,0,59,34,25,19,9,10
SAILUNGESWOR,263,122,141,1171,599,572,409,214,195,174,102,72,112,57,55,40,19,21,13,8,5,1,1,0,3,2,1,218,105,113,8,4,4
SUNKHANI,160,85,75,1239,651,588,610,318,292,229,129,100,250,148,102,143,71,72,38,25,13,11,10,1,3,1,2,146,55,91,7,3,4
SUNDRAWATI,159,79,80,754,436,318,329,174,155,174,95,79,101,53,48,74,36,38,28,17,11,3,2,1,1,1,0,178,74,104,3,2,1
SURI,305,147,158,797,455,342,326,195,131,129,71,58,120,79,41,58,32,26,9,8,1,4,3,1,1,0,1,80,44,36,5,2,3
SUSPA KSHYAMAWATI,121,51,70,932,519,413,419,211,208,172,88,84,122,71,51,48,28,20,15,10,5,10,7,3,0,0,0,248,100,148,1,1,0
SYAMA,45,25,20,405,193,212,242,128,114,113,61,52,85,50,35,49,26,23,8,5,3,5,5,0,0,0,0,137,69,68,1,0,1
THULOPATAL,118,56,62,935,483,452,425,234,191,172,106,66,91,57,34,61,37,24,8,3,5,2,2,0,4,3,1,33,18,15,1,1,0
INSTITUTIONAL,58,35,23,299,239,60,298,288,10,152,139,13,302,275,27,108,83,25,26,24,2,3,2,1,32,26,6,87,84,3,1,0,1
