VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
KETUKE,2823,1283,1540,29,13,16,11,6,5,6,3,3,1,0,1,3,2,1,2,1,1,2,2,0,7,3,4
KHIJI CHANDESHWORI,1254,598,656,9,7,2,7,4,3,10,4,6,1,1,0,6,1,5,1,1,0,0,0,0,5,2,3
KHIJIFALATE,3414,1620,1794,32,20,12,15,7,8,4,3,1,2,1,1,11,5,6,5,2,3,3,3,0,7,4,3
KUIBHIR,1645,724,921,30,22,8,9,5,4,14,9,5,3,2,1,14,11,3,6,5,1,2,2,0,1,0,1
KUNTADEVI,2346,1066,1280,31,19,12,8,3,5,18,5,13,1,0,1,4,1,3,5,4,1,3,2,1,1,0,1
MADHAVPUR,2428,1093,1335,8,3,5,6,1,5,12,6,6,0,0,0,6,1,5,1,0,1,1,1,0,5,3,2
MAMKHA,3088,1386,1702,31,26,5,12,5,7,10,6,4,0,0,0,7,5,2,6,5,1,0,0,0,3,2,1
MANEBHANJYANG,3019,1429,1590,23,15,8,8,6,2,3,1,2,2,1,1,12,6,6,1,0,1,5,2,3,6,4,2
MOLI,1839,804,1035,18,7,11,14,8,6,8,4,4,2,0,2,11,5,6,1,1,0,1,0,1,7,4,3
MULKHARKA,3296,1430,1866,39,25,14,46,19,27,9,5,4,2,1,1,5,3,2,3,1,2,2,1,1,3,0,3
NARMEDESHWOR,1475,633,842,13,9,4,11,2,9,4,0,4,5,3,2,4,3,1,1,0,1,3,1,2,3,1,2
OKHALDHUNGA,4880,2350,2530,45,29,16,12,11,1,12,11,1,2,1,1,4,2,2,1,0,1,1,0,1,6,3,3
PALAPU,5151,2339,2812,35,17,18,23,13,10,3,0,3,0,0,0,13,5,8,2,2,0,0,0,0,4,1,3
PALTE,3441,1674,1767,18,11,7,16,6,10,14,10,4,1,1,0,14,10,4,4,2,2,0,0,0,6,4,2
POKALI,2922,1426,1496,51,23,28,10,6,4,20,12,8,1,1,0,11,6,5,2,1,1,0,0,0,11,2,9
POKHARE,1400,641,759,22,13,9,5,2,3,2,2,0,0,0,0,3,2,1,2,0,2,4,2,2,1,0,1
PRAPCHA,1184,539,645,17,8,9,7,3,4,5,2,3,0,0,0,7,3,4,3,2,1,3,3,0,0,0,0
RAGADEEP,1980,922,1058,34,17,17,11,6,5,7,6,1,0,0,0,4,1,3,1,1,0,0,0,0,2,2,0
RAGANI,3603,1739,1864,45,23,22,8,4,4,18,11,7,0,0,0,12,6,6,3,2,1,0,0,0,12,4,8
RANIBAN,1812,803,1009,21,10,11,9,4,5,0,0,0,0,0,0,7,3,4,2,1,1,0,0,0,3,3,0
RATMATA,2151,1018,1133,18,11,7,4,3,1,11,2,9,1,1,0,3,1,2,1,0,1,2,1,1,6,4,2
RAWADOLU,1455,680,775,35,21,14,14,6,8,14,10,4,1,1,0,4,1,3,2,0,2,3,2,1,25,19,6
RUMJATAR,2672,1199,1473,15,6,9,7,6,1,2,1,1,0,0,0,2,1,1,1,0,1,2,0,2,6,3,3
SALLERI,1628,703,925,11,4,7,9,5,4,0,0,0,0,0,0,3,2,1,3,0,3,4,2,2,6,5,1
SERNA,1424,653,771,7,4,3,1,1,0,1,0,1,2,1,1,5,4,1,1,0,1,0,0,0,3,1,2
SHREECHAUR,2789,1293,1496,19,9,10,20,6,14,9,6,3,0,0,0,2,1,1,10,6,4,2,1,1,5,4,1
SINGHADEVI,2067,951,1116,18,12,6,1,1,0,4,2,2,1,0,1,3,2,1,4,1,3,0,0,0,1,1,0
SISNERI,4059,1850,2209,26,11,15,10,7,3,23,13,10,6,2,4,23,13,10,9,8,1,3,1,2,7,5,2
TALUWA,1952,842,1110,9,4,5,9,5,4,15,11,4,1,1,0,6,4,2,1,1,0,1,1,0,2,1,1
TARKERABARI,2024,932,1092,8,6,2,4,3,1,2,0,2,0,0,0,4,3,1,1,0,1,0,0,0,1,1,0
THAKLE,2797,1285,1512,11,4,7,4,2,2,6,5,1,0,0,0,2,2,0,1,0,1,3,2,1,4,1,3
TOKSEL,2644,1252,1392,13,8,5,4,3,1,9,5,4,0,0,0,4,4,0,9,4,5,3,2,1,2,1,1
THULACHHAP,3054,1366,1688,3,3,0,2,1,1,3,2,1,1,0,1,3,1,2,1,0,1,0,0,0,3,1,2
UBU,2965,1305,1660,31,16,15,13,7,6,10,4,6,0,0,0,18,7,11,3,1,2,6,3,3,4,3,1
YASAM,2533,1146,1387,27,19,8,76,36,40,32,16,16,11,8,3,7,1,6,7,2,5,3,2,1,7,4,3
INSTITUTIONAL,1157,1107,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
