VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
KUPINDE DAHA,6928,3318,3610,30,20,10,16,8,8,11,6,5,2,0,2,12,10,2,4,2,2,0,0,0,4,2,2
LAXMIPUR,4135,1997,2138,39,24,15,22,10,12,15,5,10,3,3,0,12,8,4,2,1,1,4,1,3,13,8,5
LEKHPOKHARA,3434,1588,1846,52,26,26,12,4,8,18,9,9,0,0,0,8,3,5,5,4,1,1,1,0,6,3,3
MAJH KANDA,5201,2574,2627,14,8,6,12,3,9,18,9,9,0,0,0,10,7,3,2,1,1,1,0,1,3,1,2
MARKE,4080,1940,2140,36,23,13,15,8,7,25,13,12,6,2,4,7,4,3,2,2,0,0,0,0,3,1,2
MARMAPARIKANDA,4519,2141,2378,53,28,25,28,13,15,34,19,15,1,1,0,17,11,6,1,1,0,3,2,1,5,2,3
MULKHOLA,5491,2654,2837,40,23,17,24,13,11,16,9,7,1,0,1,5,5,0,10,6,4,2,2,0,4,3,1
NIGALCHULA,2235,1082,1153,48,28,20,11,7,4,11,6,5,0,0,0,5,2,3,1,1,0,0,0,0,8,5,3
PHALAWANG,5311,2480,2831,35,18,17,19,8,11,19,8,11,3,1,2,28,16,12,8,6,2,1,0,1,26,14,12
PIPAL NETA,2171,1023,1148,29,13,16,6,2,4,4,1,3,0,0,0,7,7,0,2,1,1,0,0,0,10,6,4
RIM,4192,1991,2201,13,10,3,5,3,2,31,12,19,0,0,0,8,6,2,5,1,4,4,3,1,4,1,3
SAIJUWAL TAKURA,3332,1471,1861,27,21,6,9,4,5,6,3,3,0,0,0,23,17,6,6,4,2,2,1,1,11,8,3
SARPANI GARPA,4748,2273,2475,14,5,9,10,4,6,12,6,6,0,0,0,11,7,4,0,0,0,4,3,1,18,14,4
SIBARATHA,6547,3152,3395,59,33,26,48,19,29,68,32,36,9,4,5,13,11,2,6,1,5,6,4,2,7,5,2
SIDDHESWAR,5006,2432,2574,50,32,18,65,31,34,22,8,14,3,2,1,12,7,5,10,8,2,1,0,1,14,4,10
SINWANG,3462,1643,1819,24,15,9,14,9,5,25,16,9,3,0,3,5,3,2,2,2,0,2,2,0,1,0,1
SUIKOT,5555,2571,2984,85,54,31,25,12,13,27,10,17,2,1,1,6,3,3,3,0,3,3,2,1,19,8,11
SYANIKHAL,4408,1992,2416,65,38,27,19,8,11,24,13,11,2,1,1,10,3,7,6,2,4,1,0,1,10,5,5
THARMARE,8864,4313,4551,117,69,48,40,21,19,29,15,14,0,0,0,14,10,4,13,5,8,2,2,0,11,5,6
TRIBENI,4718,2174,2544,30,19,11,14,8,6,9,4,5,3,1,2,5,3,2,4,2,2,0,0,0,16,9,7
INSTITUTIONAL,722,711,11,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0
