VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
JYAMIRE,3675,1672,2003,25,11,14,10,7,3,18,6,12,4,4,0,12,6,6,2,0,2,4,3,1,4,2,2
KACHAL,3648,1699,1949,6,1,5,6,3,3,20,7,13,0,0,0,8,3,5,7,4,3,0,0,0,4,3,1
KASENI,5579,2435,3144,36,21,15,9,4,5,31,20,11,4,3,1,20,11,9,12,2,10,4,2,2,2,2,0
KHALIBAN,5722,2412,3310,44,24,20,34,17,17,32,18,14,3,3,0,25,17,8,12,5,7,16,7,9,24,11,13
KHANICHHAP,2067,871,1196,5,2,3,2,1,1,8,5,3,0,0,0,7,4,3,0,0,0,3,1,2,2,0,2
KHANIGAU,1802,740,1062,37,18,19,19,11,8,14,8,6,0,0,0,6,2,4,2,1,1,0,0,0,1,1,0
KHASYOLI,2082,890,1192,17,10,7,5,2,3,12,6,6,0,0,0,3,1,2,7,4,3,3,2,1,2,1,1
KHYAHA,2239,951,1288,46,25,21,13,6,7,9,3,6,0,0,0,6,3,3,5,4,1,2,2,0,14,6,8
KOLDADA,3765,1738,2027,32,20,12,10,6,4,22,10,12,10,3,7,13,3,10,3,2,1,4,4,0,6,2,4
KUSUMKHOLA,1581,678,903,19,13,6,6,4,2,10,4,6,0,0,0,3,2,1,4,2,2,0,0,0,1,1,0
MADANPOKHARA,6120,2645,3475,60,28,32,22,11,11,15,7,8,0,0,0,17,9,8,17,6,11,18,10,8,12,7,5
MASYAM,4597,2060,2537,13,8,5,3,2,1,20,10,10,0,0,0,8,5,3,4,3,1,0,0,0,4,3,1
MITYAL,4191,1950,2241,84,47,37,25,16,9,75,44,31,3,3,0,15,9,6,4,4,0,8,8,0,4,4,0
MUJHUNG,2109,911,1198,18,11,7,3,2,1,6,3,3,1,0,1,7,4,3,2,1,1,1,1,0,0,0,0
NAYARNAMTALES,2125,936,1189,7,4,3,1,0,1,3,3,0,0,0,0,6,3,3,3,0,3,5,3,2,3,2,1
PALUNG MAINADI,2556,1072,1484,46,31,15,9,6,3,16,10,6,0,0,0,8,1,7,2,1,1,8,4,4,7,4,3
PIPALDADA,4928,2051,2877,51,29,22,20,8,12,29,11,18,0,0,0,29,17,12,9,5,4,5,2,3,13,8,5
POKHARATHOK,2155,905,1250,21,16,5,7,4,3,1,1,0,0,0,0,9,6,3,7,4,3,4,3,1,4,2,2
RAHABAS,2230,1004,1226,23,13,10,8,2,6,3,1,2,0,0,0,16,10,6,5,3,2,0,0,0,2,2,0
RAMPUR,11275,5107,6168,103,53,50,26,14,12,43,15,28,2,1,1,30,19,11,15,10,5,9,3,6,12,4,8
RINGNERAHA,2427,1079,1348,22,15,7,14,7,7,19,10,9,1,0,1,7,4,3,2,1,1,0,0,0,6,1,5
RUPSE,2074,909,1165,0,0,0,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
SAHALKOT,1961,869,1092,9,3,6,2,1,1,10,5,5,0,0,0,1,1,0,2,1,1,2,1,1,1,1,0
SATYAWATI,3038,1399,1639,83,55,28,13,10,3,16,10,6,0,0,0,8,6,2,3,1,2,1,0,1,3,0,3
SIDDHESHWOR,2675,1173,1502,27,15,12,14,5,9,2,1,1,2,2,0,18,13,5,3,1,2,3,3,0,0,0,0
SILUWA,4779,2094,2685,55,33,22,21,12,9,45,21,24,0,0,0,53,33,20,6,1,5,10,3,7,19,13,6
SOMADI,2641,1143,1498,34,21,13,4,2,2,18,11,7,1,0,1,7,5,2,8,4,4,1,1,0,10,4,6
TAHU,3456,1442,2014,21,8,13,19,6,13,18,9,9,4,0,4,13,9,4,8,3,5,2,2,0,7,5,2
TANSEN MUNICIPALITY,28635,13486,15149,192,114,78,55,29,26,66,36,30,9,6,3,57,34,23,40,19,21,18,8,10,23,10,13
TELGHA,3036,1308,1728,28,15,13,11,1,10,5,2,3,0,0,0,7,5,2,12,4,8,8,2,6,6,5,1
TIMURE,2485,1045,1440,20,11,9,3,1,2,4,0,4,0,0,0,3,2,1,2,2,0,1,0,1,4,1,3
WAKAMALANG,2881,1268,1613,21,12,9,7,2,5,22,12,10,0,0,0,17,9,8,10,6,4,6,3,3,0,0,0
YAMGHA,3489,1417,2072,23,14,9,10,6,4,7,3,4,0,0,0,18,10,8,10,4,6,12,8,4,4,3,1
INSTITUTIONAL,2221,1736,485,18,8,10,38,26,12,2,0,2,0,0,0,0,0,0,6,6,0,0,0,0,2,1,1
