VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
BITIJOR BAGAIYA,24,7,17,484,276,208,213,127,86,46,22,24,61,31,30,12,8,4,14,10,4,0,0,0,0,0,0,19,14,5,6,2,4
DADIGURANSHE,140,85,55,1240,636,604,555,275,280,254,153,101,298,164,134,93,43,50,23,18,5,6,5,1,0,0,0,144,72,72,2,1,1
DUDBHANJYANG,99,47,52,756,404,352,232,136,96,77,51,26,87,58,29,94,56,38,18,12,6,3,3,0,0,0,0,78,47,31,5,2,3
DUDHOULI,63,39,24,2108,1113,995,872,449,423,501,278,223,475,255,220,204,98,106,58,42,16,15,13,2,1,1,0,189,111,78,24,14,10
HARIHARPUR GADHI,200,102,98,1323,726,597,312,197,115,81,45,36,52,39,13,23,16,7,11,9,2,2,2,0,1,0,1,68,41,27,2,1,1
HARSAHI,60,28,32,1184,601,583,510,296,214,174,98,76,194,108,86,61,37,24,12,10,2,3,3,0,1,0,1,165,85,80,8,3,5
HATPATE,182,102,80,2156,1138,1018,956,501,455,374,231,143,481,263,218,156,79,77,74,48,26,13,12,1,4,3,1,232,103,129,6,2,4
JALKANYA,21,10,11,428,213,215,242,129,113,93,58,35,198,113,85,64,33,31,18,15,3,0,0,0,3,2,1,66,26,40,0,0,0
JARAYOTAR,177,82,95,2051,1082,969,849,447,402,318,182,136,350,202,148,191,94,97,33,16,17,4,3,1,0,0,0,424,198,226,14,7,7
JHANGAJHOLI RATMATA,80,57,23,1265,663,602,662,348,314,254,142,112,373,223,150,142,75,67,34,27,7,13,12,1,1,1,0,70,37,33,4,3,1
JINAKHU,29,18,11,1487,809,678,475,252,223,154,90,64,162,109,53,58,30,28,10,6,4,0,0,0,1,1,0,201,130,71,4,3,1
KAKUR THAKUR,62,33,29,1317,728,589,541,303,238,159,92,67,154,77,77,31,21,10,5,5,0,0,0,0,7,6,1,143,91,52,40,28,12
KALPABRISHYKHA,301,164,137,2580,1385,1195,797,486,311,236,153,83,207,138,69,84,48,36,15,13,2,2,2,0,3,2,1,300,122,178,14,8,6
KAMALAMAI MUNICIPALITY,1182,652,530,9554,5031,4523,5222,2685,2537,2585,1376,1209,3914,2006,1908,2132,1090,1042,770,501,269,286,239,47,16,4,12,1203,546,657,56,31,25
KAPILAKOT,636,350,286,2755,1565,1190,1033,585,448,310,201,109,310,204,106,127,68,59,26,19,7,3,3,0,1,1,0,106,54,52,90,52,38
KHANG SANG,42,14,28,713,379,334,303,161,142,103,60,43,119,78,41,61,33,28,13,11,2,2,2,0,1,0,1,192,93,99,24,11,13
KHOLAGAUN,108,53,55,780,441,339,280,145,135,81,41,40,132,83,49,66,38,28,19,17,2,5,5,0,4,3,1,112,70,42,8,2,6
KUSESWOR DUMJA,203,112,91,1208,645,563,509,287,222,221,114,107,223,146,77,125,69,56,36,26,10,9,6,3,0,0,0,51,23,28,11,7,4
KYANESHWOR,314,155,159,2449,1364,1085,581,337,244,190,118,72,186,120,66,52,35,17,14,11,3,1,1,0,6,3,3,136,74,62,14,6,8
LADABHIR,75,43,32,1857,951,906,915,484,431,551,297,254,487,275,212,247,103,144,38,31,7,8,8,0,0,0,0,123,70,53,8,1,7
LAMPANTAR,232,134,98,1660,866,794,707,355,352,289,163,126,378,234,144,176,84,92,41,32,9,21,20,1,6,5,1,232,99,133,16,6,10
MAHADEVDADA,50,26,24,1009,526,483,363,195,168,154,83,71,118,69,49,42,26,16,14,12,2,3,2,1,0,0,0,41,18,23,12,6,6
MAHADEVSTHAN,341,177,164,1635,869,766,696,346,350,261,157,104,318,188,130,111,55,56,21,13,8,13,12,1,1,0,1,538,261,277,21,15,6
MAHENDRA JHYADI,475,247,228,1576,877,699,446,279,167,159,105,54,177,116,61,34,25,9,13,11,2,2,2,0,0,0,0,418,178,240,9,6,3
MAJHUWA,30,9,21,592,302,290,321,169,152,148,78,70,198,113,85,68,42,26,12,10,2,6,6,0,0,0,0,12,6,6,1,1,0
NETRAKALI,21,11,10,750,403,347,252,164,88,96,63,33,35,28,7,22,13,9,0,0,0,0,0,0,2,2,0,18,9,9,5,2,3
NIPANE,145,87,58,808,436,372,374,212,162,118,77,41,150,76,74,43,27,16,13,11,2,6,6,0,0,0,0,64,25,39,3,1,2
PIPALMADI,477,260,217,1950,1109,841,654,407,247,186,116,70,251,175,76,60,44,16,12,10,2,2,2,0,1,1,0,294,99,195,5,1,4
PURANO JHANGAJHOLI,225,120,105,1323,692,631,541,293,248,189,98,91,284,166,118,83,43,40,29,22,7,12,11,1,1,0,1,22,16,6,6,2,4
RANIBAS,234,122,112,1157,631,526,535,265,270,234,124,110,330,187,143,72,42,30,19,14,5,7,6,1,1,1,0,173,74,99,7,2,5
RANICHURI,213,110,103,2521,1323,1198,1037,555,482,274,149,125,342,177,165,97,53,44,25,15,10,4,3,1,2,2,0,126,73,53,13,5,8
RATANCHURA,79,33,46,736,390,346,374,229,145,147,85,62,215,125,90,65,33,32,12,7,5,14,10,4,1,0,1,66,39,27,0,0,0
RATNAWATI,37,14,23,683,324,359,291,162,129,105,62,43,71,50,21,55,39,16,6,6,0,1,0,1,0,0,0,319,154,165,17,9,8
SANTESWORI (RAMPUR),5,2,3,516,272,244,211,146,65,79,52,27,50,36,14,37,31,6,2,0,2,0,0,0,3,1,2,29,19,10,32,19,13
SIRTHOULI,134,66,68,1886,1041,845,964,494,470,461,289,172,424,232,192,191,108,83,36,23,13,20,19,1,1,0,1,57,20,37,3,1,2
SITALPATI,125,64,61,1118,568,550,493,272,221,197,123,74,222,147,75,71,34,37,5,5,0,9,9,0,0,0,0,98,46,52,1,1,0
SOLPATHANA,22,7,15,558,284,274,254,147,107,80,52,28,123,83,40,42,23,19,9,6,3,1,1,0,0,0,0,12,8,4,1,1,0
SUNAM POKHARI,119,79,40,720,379,341,212,114,98,109,60,49,94,50,44,66,41,25,9,9,0,3,2,1,0,0,0,51,37,14,0,0,0
TAMAJOR,93,48,45,582,335,247,206,119,87,51,30,21,37,24,13,32,21,11,2,1,1,0,0,0,1,1,0,120,34,86,4,1,3
TANDI,107,58,49,2515,1328,1187,1093,602,491,512,317,195,390,223,167,128,74,54,18,12,6,8,5,3,5,3,2,153,42,111,25,14,11
TINKANYA,57,24,33,1257,697,560,443,231,212,167,87,80,85,58,27,31,12,19,8,7,1,4,4,0,2,1,1,100,32,68,6,2,4
TOSRAMKHOLA,21,8,13,728,381,347,159,86,73,70,44,26,52,34,18,35,26,9,6,5,1,1,1,0,3,1,2,48,25,23,6,2,4
AMBOTE,41,25,16,1158,638,520,457,240,217,246,144,102,78,34,44,90,60,30,23,16,7,5,5,0,1,0,1,77,47,30,63,49,14
INSTITUTIONAL,33,27,6,515,435,80,849,799,50,512,454,58,685,636,49,178,171,7,87,83,4,22,22,0,0,0,0,13,7,6,0,0,0
