VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
HAIBUNG,2446,1156,1290,7,2,5,23,10,13,3,3,0,0,0,0,4,3,1,1,0,1,0,0,0,0,0,0
HELAMBU,2517,1227,1290,26,19,7,8,4,4,3,2,1,1,1,0,6,4,2,2,1,1,1,0,1,0,0,0
ICHOK,5281,2571,2710,47,23,24,18,10,8,12,5,7,0,0,0,21,15,6,6,4,2,2,2,0,0,0,0
IRKHU,3388,1524,1864,11,7,4,10,5,5,8,4,4,1,0,1,10,6,4,7,3,4,1,0,1,7,6,1
JALBIRE,2453,1180,1273,35,22,13,6,3,3,15,8,7,0,0,0,20,12,8,5,1,4,1,0,1,5,2,3
JETHAL,2517,1202,1315,10,7,3,7,5,2,6,1,5,0,0,0,6,4,2,4,2,2,2,2,0,1,0,1
JYAMIRE,5460,2622,2838,36,20,16,12,4,8,14,6,8,0,0,0,22,11,11,3,2,1,2,2,0,4,3,1
KADAMBAS,3312,1438,1874,21,12,9,7,6,1,3,2,1,2,1,1,12,7,5,4,2,2,2,2,0,9,2,7
KALIKA,2204,954,1250,22,12,10,5,3,2,5,3,2,4,1,3,2,2,0,2,2,0,2,1,1,5,1,4
KARTHALI,3241,1547,1694,32,18,14,17,10,7,27,19,8,4,0,4,15,7,8,6,5,1,0,0,0,5,2,3
KIWOOL,2875,1394,1481,39,25,14,9,7,2,9,4,5,0,0,0,8,8,0,4,4,0,1,0,1,5,2,3
KUBHINDE,2944,1412,1532,36,20,16,5,3,2,10,5,5,0,0,0,5,2,3,1,1,0,0,0,0,8,4,4
KUNCHOK,3876,1785,2091,34,19,15,9,5,4,17,5,12,2,1,1,12,6,6,6,4,2,5,2,3,6,2,4
LANGARCHE,2526,1210,1316,25,16,9,8,5,3,9,6,3,3,2,1,6,5,1,3,2,1,2,2,0,8,4,4
LISANKHU,3615,1686,1929,77,34,43,13,4,9,25,11,14,2,0,2,20,12,8,5,2,3,2,0,2,15,4,11
LISTIKOT,3154,1473,1681,58,35,23,35,15,20,18,13,5,5,1,4,18,12,6,5,2,3,8,3,5,4,1,3
MAHANKAL,4785,2246,2539,17,11,6,13,8,5,8,4,4,3,2,1,9,5,4,3,1,2,1,1,0,4,2,2
MANESWNARA,3290,1518,1772,47,32,15,7,2,5,22,12,10,2,1,1,10,4,6,1,0,1,1,0,1,13,8,5
MANKHA,7488,3558,3930,97,48,49,44,22,22,33,19,14,9,6,3,49,28,21,13,6,7,6,5,1,13,6,7
MARMING,3150,1595,1555,36,28,8,13,6,7,6,4,2,1,1,0,26,12,14,4,2,2,8,6,2,11,6,5
MELAMCHI,5103,2457,2646,56,31,25,32,18,14,17,9,8,1,1,0,9,6,3,2,2,0,2,1,1,8,6,2
BHOTANG,2543,1409,1134,12,8,4,13,5,8,5,1,4,0,0,0,4,4,0,1,1,0,1,0,1,3,3,0
NAWALPUR,3398,1605,1793,33,18,15,6,3,3,17,11,6,0,0,0,11,6,5,4,2,2,0,0,0,2,1,1
PAGRETAR,2895,1389,1506,21,16,5,5,3,2,5,3,2,0,0,0,14,9,5,5,4,1,0,0,0,7,4,3
PALCHOK,1893,927,966,8,7,1,6,5,1,9,7,2,0,0,0,5,3,2,3,2,1,0,0,0,3,1,2
PANGTANG,2420,1216,1204,24,15,9,11,7,4,6,3,3,2,0,2,9,6,3,3,3,0,5,4,1,1,1,0
PETAKU,1583,725,858,9,6,3,1,1,0,4,2,2,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0
PIPALDANDA,3309,1459,1850,25,16,9,7,5,2,7,4,3,1,0,1,14,10,4,3,2,1,2,1,1,3,1,2
PISKAR,2203,1067,1136,35,21,14,19,10,9,9,4,5,3,2,1,9,6,3,5,3,2,1,0,1,2,2,0
RAMCHE,3954,1944,2010,41,28,13,18,9,9,41,30,11,2,1,1,11,5,6,10,5,5,7,2,5,8,4,4
SANGACHOK,9470,4262,5208,48,25,23,18,5,13,12,3,9,1,0,1,14,5,9,2,0,2,5,5,0,7,6,1
SANUSIRUWARI,3227,1431,1796,22,16,6,5,3,2,4,3,1,0,0,0,7,4,3,4,3,1,2,1,1,3,1,2
SELANG,2597,1293,1304,5,3,2,5,0,5,1,0,1,1,1,0,2,0,2,2,1,1,0,0,0,0,0,0
SIKHARPUR,2502,1204,1298,20,11,9,11,7,4,13,9,4,1,0,1,10,8,2,0,0,0,0,0,0,7,3,4
SINDHUKOT,3010,1422,1588,57,31,26,19,14,5,6,2,4,2,2,0,9,7,2,6,1,5,4,3,1,12,8,4
SIPA POKHARE,3661,1714,1947,51,28,23,16,6,10,16,10,6,14,5,9,29,17,12,8,1,7,8,6,2,2,0,2
SIPAL KAVRE,2683,1365,1318,42,24,18,14,8,6,7,3,4,9,3,6,11,5,6,4,2,2,0,0,0,7,2,5
SUNKHANI,2483,1140,1343,13,7,6,3,2,1,9,6,3,2,1,1,3,3,0,3,1,2,1,1,0,3,3,0
SYAULE BAZAR,3515,1644,1871,56,38,18,12,10,2,19,7,12,3,2,1,11,6,5,6,5,1,3,0,3,5,3,2
TALAMARANG,3049,1436,1613,37,25,12,15,8,7,9,4,5,1,1,0,14,4,10,4,3,1,6,3,3,6,3,3
TATOPANI,6660,3450,3210,40,26,14,13,10,3,28,12,16,1,1,0,18,7,11,6,3,3,1,0,1,7,3,4
TAUTHALI,2723,1238,1485,12,4,8,10,4,6,4,3,1,0,0,0,6,3,3,0,0,0,0,0,0,7,3,4
TEKANPUR,1580,750,830,7,7,0,7,3,4,4,3,1,3,2,1,5,4,1,0,0,0,1,0,1,2,0,2
THAKANI,3371,1524,1847,29,21,8,9,4,5,9,5,4,1,0,1,8,6,2,6,2,4,0,0,0,6,1,5
THAMPAL CHHAP,3455,1729,1726,15,10,5,6,4,2,6,5,1,0,0,0,21,12,9,2,1,1,2,1,1,3,1,2
THANGPALKOT,2584,1248,1336,13,7,6,5,1,4,17,10,7,0,0,0,9,5,4,5,2,3,2,1,1,0,0,0
THOKARPA,4272,1946,2326,40,14,26,24,12,12,7,3,4,0,0,0,16,10,6,1,1,0,4,0,4,9,6,3
THULO DHADING,2058,985,1073,18,9,9,6,2,4,12,6,6,2,2,0,9,4,5,2,0,2,0,0,0,8,4,4
THULO PAKHAR,2843,1299,1544,31,19,12,6,5,1,13,8,5,0,0,0,4,3,1,8,6,2,1,0,1,3,2,1
THULO SIRUBARI,5938,2605,3333,15,8,7,5,5,0,6,2,4,0,0,0,6,2,4,8,5,3,2,1,1,7,4,3
THUM PAKHAR,3541,1552,1989,37,20,17,11,4,7,13,4,9,0,0,0,21,10,11,12,5,7,0,0,0,8,5,3
YAMUNADANDA,1481,703,778,7,5,2,2,1,1,7,6,1,0,0,0,6,3,3,0,0,0,1,0,1,3,2,1
INSTITUTIONAL,1970,1662,308,2,0,2,12,6,6,43,20,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
