VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
GHANDRUK,52,26,26,1237,628,609,704,364,340,270,148,122,103,56,47,47,26,21,35,28,7,5,4,1,1,0,1,101,52,49,6,5,1
HANSAPUR,26,13,13,946,440,506,588,269,319,362,191,171,254,143,111,127,78,49,26,14,12,7,6,1,2,1,1,153,64,89,4,2,2
HEMJA,585,301,284,2677,1354,1323,1916,825,1091,1351,680,671,1159,645,514,812,444,368,307,195,112,95,75,20,1,1,0,182,57,125,12,3,9
KAHUN,77,39,38,449,232,217,401,205,196,328,172,156,263,147,116,176,94,82,51,35,16,11,10,1,4,1,3,1,0,1,1,1,0
KALIKA,27,9,18,841,424,417,585,277,308,496,262,234,315,192,123,220,122,98,66,56,10,11,10,1,3,2,1,311,103,208,18,9,9
KASKIKOT,53,31,22,1273,603,670,901,372,529,623,334,289,484,265,219,326,196,130,77,57,20,39,31,8,6,3,3,240,109,131,8,6,2
KRITINACHNE CHAUR,113,58,55,1169,563,606,890,385,505,534,219,315,368,193,175,162,80,82,49,32,17,8,6,2,2,0,2,208,80,128,0,0,0
LAHACHOK,32,17,15,828,396,432,598,263,335,273,137,136,201,109,92,89,55,34,19,16,3,7,6,1,1,0,1,74,11,63,5,3,2
LAMACHAUR,161,86,75,1415,745,670,1039,459,580,810,397,413,858,432,426,539,274,265,209,129,80,71,51,20,7,2,5,101,35,66,9,2,7
LEKHNATH MUNICIPALITY,1407,749,658,13782,6739,7043,10010,4580,5430,6818,3292,3526,5671,2947,2724,3665,1931,1734,1598,1029,569,424,337,87,15,12,3,1778,738,1040,235,99,136
LUMLE,8,6,2,1171,580,591,664,311,353,433,223,210,191,101,90,106,59,47,31,17,14,1,1,0,4,0,4,46,21,25,45,23,22
LWANGGHALEL,57,32,25,1133,535,598,704,333,371,263,141,122,175,107,68,76,45,31,15,10,5,2,2,0,0,0,0,168,88,80,11,6,5
MACHHAPUCHCHHRE,23,12,11,489,246,243,261,125,136,124,62,62,69,35,34,39,23,16,6,0,6,2,1,1,2,1,1,38,20,18,1,1,0
MAJHTHANA,43,22,21,705,344,361,547,223,324,309,168,141,236,120,116,94,60,34,18,13,5,4,4,0,0,0,0,42,25,17,11,7,4
MAUJA,24,14,10,367,165,202,205,111,94,104,58,46,66,39,27,27,14,13,6,5,1,0,0,0,0,0,0,136,62,74,24,9,15
MIJUREDADA,158,94,64,1025,501,524,579,272,307,209,120,89,173,102,71,62,38,24,15,13,2,2,2,0,1,1,0,243,129,114,8,3,5
NAMARJUNG,9,5,4,276,138,138,175,92,83,68,40,28,77,36,41,18,10,8,2,2,0,1,1,0,0,0,0,10,4,6,1,1,0
NIRMAL POKHARI,65,31,34,804,433,371,664,294,370,537,259,278,283,136,147,151,82,69,52,40,12,6,6,0,0,0,0,316,121,195,3,3,0
PARCHE,47,25,22,752,384,368,352,155,197,157,81,76,100,53,47,21,14,7,16,13,3,4,4,0,0,0,0,12,7,5,2,1,1
POKHARA SUB-METROPOLITAN CITY,6329,3493,2836,51109,26257,24852,38038,19071,18967,28531,14257,14274,33790,18273,15517,26212,14057,12155,11063,6824,4239,4116,3116,1000,111,58,53,6347,2658,3689,469,233,236
PUMDIBHUMDI,198,103,95,1699,809,890,1313,640,673,826,397,429,663,351,312,417,255,162,108,76,32,26,24,2,0,0,0,319,140,179,7,3,4
PURANCHAUR,12,5,7,893,421,472,553,245,308,341,188,153,357,211,146,177,100,77,65,41,24,29,26,3,0,0,0,142,60,82,5,4,1
RIBHAN,39,20,19,347,191,156,203,92,111,89,45,44,76,38,38,28,19,9,6,3,3,1,1,0,0,0,0,17,8,9,1,0,1
RUPAKOT,2,0,2,873,421,452,494,238,256,293,127,166,161,94,67,74,41,33,19,13,6,6,4,2,0,0,0,156,78,78,9,2,7
SAIMARANG,31,15,16,361,190,171,199,90,109,78,42,36,39,22,17,14,5,9,3,3,0,0,0,0,0,0,0,15,10,5,1,1,0
SALYAN,89,44,45,903,426,477,581,272,309,379,175,204,219,121,98,106,60,46,28,23,5,3,2,1,0,0,0,122,58,64,0,0,0
SARANGKOT,143,66,77,1837,917,920,1451,699,752,946,516,430,734,437,297,448,250,198,132,92,40,45,38,7,1,1,0,214,113,101,31,17,14
SARDIKHOLA,58,30,28,974,494,480,577,281,296,191,91,100,169,104,65,74,39,35,24,11,13,2,1,1,0,0,0,63,34,29,2,1,1
SIDDHA,91,53,38,932,444,488,526,237,289,206,108,98,146,93,53,48,29,19,16,14,2,2,2,0,2,1,1,136,30,106,5,4,1
SILDUJURE,9,5,4,818,430,388,402,200,202,171,83,88,99,65,34,39,20,19,6,6,0,0,0,0,0,0,0,13,7,6,0,0,0
THUMAKODADA,42,19,23,586,305,281,423,200,223,202,112,90,127,70,57,44,22,22,24,20,4,9,6,3,0,0,0,168,62,106,22,9,13
THUMKI,65,37,28,836,416,420,622,308,314,347,186,161,185,109,76,143,77,66,41,32,9,12,10,2,0,0,0,196,76,120,10,3,7
VALAM,63,33,30,488,229,259,359,163,196,282,140,142,293,161,132,211,118,93,115,85,30,31,27,4,0,0,0,28,10,18,7,5,2
INSTITUTIONAL,191,111,80,2260,1634,626,2506,2030,476,2280,1706,574,1819,1374,445,1078,795,283,453,337,116,148,92,56,3,3,0,48,24,24,3,3,0
