VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
BENAULI,4804,2493,2311,73,46,27,176,92,84,28,14,14,1,1,0,12,10,2,3,1,2,2,2,0,9,7,2
BHAGWANPUR,5302,2716,2586,18,12,6,10,4,6,3,2,1,1,0,1,6,3,3,4,2,2,1,1,0,5,2,3
BHALUHI BHARBALIYA,6660,3503,3157,28,17,11,14,5,9,6,4,2,0,0,0,4,2,2,11,7,4,0,0,0,1,1,0
BHARATGANJ SIGAUL,5161,2434,2727,51,31,20,21,8,13,9,5,4,1,1,0,29,19,10,6,4,2,4,3,1,21,11,10
BHATAUDA,6422,3369,3053,7,3,4,7,5,2,1,0,1,1,1,0,4,2,2,4,3,1,1,1,0,1,1,0
BHODAHA,6745,3486,3259,39,20,19,14,6,8,1,1,0,0,0,0,9,5,4,7,5,2,2,1,1,7,5,2
BISHRAMPUR,6258,3278,2980,27,16,11,12,6,6,4,2,2,2,0,2,11,9,2,3,3,0,2,1,1,2,1,1
BISHUNPUR,4284,2179,2105,12,8,4,12,7,5,1,1,0,0,0,0,6,3,3,0,0,0,2,1,1,3,2,1
BISHUNPURWA,5002,2533,2469,38,25,13,112,54,58,28,11,17,3,3,0,12,4,8,3,1,2,2,1,1,21,12,9
BUNIYAD,5591,2938,2653,17,12,5,21,13,8,3,1,2,2,0,2,8,5,3,6,5,1,0,0,0,3,2,1
CHHATA PIPRA,7108,3629,3479,17,9,8,19,14,5,6,6,0,2,2,0,4,3,1,7,3,4,2,2,0,10,6,4
CHHATAWA,5589,2945,2644,25,16,9,7,3,4,8,6,2,3,2,1,16,11,5,4,2,2,0,0,0,8,7,1
DAHIYAR,7064,3654,3410,41,29,12,15,9,6,12,9,3,0,0,0,11,7,4,5,4,1,1,0,1,12,8,4
DEWAPUR,4465,2292,2173,20,14,6,200,111,89,9,3,6,3,2,1,8,4,4,4,2,2,1,1,0,6,3,3
DHARMA NAGAR,5309,2756,2553,24,14,10,6,2,4,5,4,1,1,0,1,7,5,2,2,2,0,2,2,0,1,1,0
DOHARI,4798,2494,2304,11,7,4,6,4,2,1,1,0,0,0,0,5,4,1,0,0,0,0,0,0,1,1,0
DUMARWANA,21183,10066,11117,115,73,42,41,26,15,33,18,15,2,1,1,39,19,20,19,6,13,7,2,5,31,17,14
FATTEPUR,8837,4491,4346,16,11,5,7,3,4,4,3,1,15,7,8,4,2,2,6,3,3,0,0,0,1,1,0
GADHAHAL,3137,1594,1543,7,5,2,16,5,11,6,4,2,0,0,0,17,13,4,5,4,1,1,0,1,4,2,2
GANJ BHAWANIPUR,6278,3218,3060,36,21,15,10,5,5,3,1,2,2,1,1,4,4,0,8,4,4,4,2,2,10,6,4
GOLAGANJ,4886,2563,2323,70,41,29,61,30,31,17,8,9,0,0,0,7,3,4,9,5,4,1,1,0,19,8,11
HARAIYA,9598,4721,4877,41,27,14,21,14,7,6,4,2,1,0,1,22,12,10,10,4,6,4,1,3,7,5,2
HARDIYA,5097,2688,2409,28,21,7,12,7,5,5,3,2,0,0,0,9,6,3,7,7,0,0,0,0,0,0,0
HARIHARPUR,5074,2609,2465,99,62,37,146,90,56,57,22,35,9,5,4,23,15,8,35,19,16,11,8,3,4,2,2
INARWAMAL,6961,3598,3363,113,62,51,417,195,222,52,29,23,0,0,0,40,32,8,12,7,5,23,14,9,50,30,20
INARWASIRA,10500,5328,5172,36,18,18,26,12,14,24,10,14,0,0,0,13,10,3,7,5,2,1,0,1,5,2,3
ITIYAHI,6627,3521,3106,12,11,1,7,3,4,4,2,2,1,1,0,4,3,1,3,3,0,1,1,0,0,0,0
JHITAKAIYA(DAKSHIN),8779,4620,4159,25,20,5,12,11,1,3,1,2,0,0,0,10,6,4,2,2,0,5,4,1,0,0,0
JHITAKAIYA(UTTAR),6289,3161,3128,42,26,16,87,47,40,13,6,7,9,4,5,7,7,0,6,4,2,2,1,1,12,5,7
JITPUR BHAWANIPUR,21852,11384,10468,39,22,17,29,17,12,17,9,8,8,7,1,25,16,9,12,8,4,5,3,2,10,2,8
KABAHIGOTH,6518,3334,3184,29,21,8,8,5,3,6,5,1,0,0,0,7,5,2,5,4,1,0,0,0,7,2,5
KABAHIJABDI,4247,2119,2128,11,7,4,1,1,0,0,0,0,0,0,0,3,2,1,4,2,2,0,0,0,1,0,1
KACHORWA,10816,5658,5158,55,31,24,32,16,16,8,4,4,1,0,1,14,11,3,19,7,12,0,0,0,13,5,8
KAKADI,3969,1949,2020,4,1,3,1,1,0,2,1,1,0,0,0,9,6,3,3,2,1,3,1,2,0,0,0
KALAIYA MUNICIPALITY,42480,22173,20307,115,72,43,57,36,21,33,22,11,3,2,1,42,28,14,46,27,19,19,9,10,31,14,17
KARAIYA,5275,2698,2577,13,6,7,11,5,6,1,0,1,1,0,1,6,2,4,6,5,1,0,0,0,0,0,0
KHOPAWA,4785,2415,2370,113,73,40,76,30,46,27,15,12,3,2,1,29,20,9,18,12,6,1,1,0,4,1,3
KHUTWAJABDI,4696,2368,2328,11,7,4,11,11,0,2,1,1,1,1,0,3,2,1,5,4,1,3,3,0,5,1,4
KOLHABI,6487,3127,3360,32,19,13,14,10,4,5,3,2,2,1,1,13,6,7,5,1,4,6,3,3,3,1,2
KUDAWA,4117,2062,2055,26,17,9,6,5,1,2,1,1,0,0,0,3,2,1,3,2,1,0,0,0,6,4,2
LAXMIPUR KOTWALI,5883,3006,2877,15,9,6,34,20,14,9,5,4,1,0,1,22,10,12,5,1,4,1,1,0,5,5,0
LIPANIMAL,7840,4114,3726,15,11,4,9,7,2,0,0,0,0,0,0,7,4,3,8,7,1,0,0,0,2,1,1
MADHURIJABDI,3251,1649,1602,0,0,0,2,1,1,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,1,0,1
MAHENDRA ADARSHA,4995,2552,2443,51,23,28,44,21,23,16,6,10,5,3,2,13,4,9,9,5,4,6,5,1,14,7,7
MAHESHPUR,8922,4588,4334,16,8,8,9,4,5,3,1,2,0,0,0,9,6,3,2,1,1,1,0,1,4,3,1
MAJHARIYA,4572,2298,2274,38,21,17,20,13,7,20,13,7,0,0,0,8,5,3,8,6,2,7,4,3,3,2,1
MANAHARWA,10236,5087,5149,52,31,21,28,13,15,11,5,6,1,1,0,19,14,5,11,6,5,1,0,1,9,5,4
MATIARWA,6296,3246,3050,21,9,12,6,3,3,2,2,0,3,3,0,8,4,4,7,4,3,3,1,2,1,0,1
MOTISAR,5142,2644,2498,21,12,9,8,5,3,5,3,2,1,1,0,10,6,4,3,2,1,3,1,2,6,5,1
NARAHI,4716,2401,2315,22,15,7,15,5,10,10,6,4,5,2,3,10,5,5,10,6,4,1,1,0,1,1,0
NIJGADH,19330,9366,9964,57,34,23,49,29,20,44,19,25,3,3,0,89,52,37,20,12,8,9,6,3,13,4,9
PAKADIYA CHIKANI,4729,2473,2256,55,33,22,191,103,88,5,3,2,3,2,1,10,7,3,4,3,1,1,1,0,15,9,6
PAPARPATI JABDI,3062,1522,1540,13,7,6,6,2,4,1,1,0,1,0,1,2,2,0,5,3,2,0,0,0,0,0,0
PATERWA,3921,2011,1910,18,9,9,36,24,12,7,5,2,0,0,0,9,9,0,1,0,1,1,1,0,6,3,3
PATHARHATI,4611,2426,2185,6,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
PATHERA,4532,2297,2235,157,82,75,211,113,98,47,25,22,28,17,11,14,4,10,3,3,0,6,2,4,8,5,3
PHETA,6928,3498,3430,10,4,6,7,3,4,2,2,0,0,0,0,3,2,1,0,0,0,1,1,0,1,1,0
PIPARA SIMARA,23426,11685,11741,133,78,55,81,39,42,48,28,20,5,3,2,64,32,32,23,10,13,13,11,2,42,20,22
PIPARABIRTA,3840,2020,1820,49,32,17,152,73,79,16,9,7,0,0,0,6,4,2,4,1,3,7,4,3,7,3,4
PIPARPATI PARCHROUWA,4819,2428,2391,31,17,14,169,88,81,7,3,4,0,0,0,2,2,0,3,3,0,1,0,1,1,0,1
PIPRA BASANTAPUR,4177,2154,2023,34,19,15,93,37,56,24,11,13,1,1,0,30,22,8,0,0,0,1,0,1,5,3,2
PIPRADHI GOTH,5154,2645,2509,23,19,4,7,4,3,2,1,1,2,0,2,3,3,0,4,2,2,0,0,0,12,3,9
PRASAUNI,8387,4426,3961,6,4,2,6,2,4,0,0,0,1,0,1,6,5,1,7,6,1,0,0,0,1,1,0
PRASAUNA,4077,2013,2064,5,4,1,3,1,2,1,1,0,1,1,0,0,0,0,3,1,2,0,0,0,2,2,0
PRASTOKA,10149,5061,5088,17,8,9,11,6,5,2,1,1,1,1,0,15,12,3,2,0,2,5,4,1,3,2,1
PRASURAMPUR,6899,3546,3353,23,15,8,10,6,4,4,3,1,1,1,0,5,3,2,2,2,0,1,1,0,8,4,4
PURAINIYA,6575,3346,3229,17,13,4,8,5,3,4,1,3,0,0,0,10,6,4,3,2,1,3,2,1,6,3,3
RAGHUNATHPUR,5125,2594,2531,14,10,4,6,5,1,0,0,0,2,2,0,6,5,1,0,0,0,5,4,1,3,2,1
RAMPUR TOKANI,7122,3768,3354,29,19,10,12,6,6,8,5,3,2,2,0,9,6,3,6,3,3,0,0,0,5,3,2
RAMPURWA,5154,2536,2618,26,16,10,18,12,6,10,8,2,3,2,1,7,6,1,1,0,1,1,0,1,3,0,3
RATANPURI,10266,4904,5362,63,30,33,15,8,7,10,6,4,0,0,0,39,22,17,5,2,3,0,0,0,20,13,7
RAUWAHI,3393,1800,1593,10,5,5,4,4,0,2,0,2,0,0,0,6,3,3,2,2,0,1,1,0,0,0,0
SAPAHI,9011,4256,4755,23,8,15,20,8,12,13,8,5,1,0,1,20,9,11,3,2,1,3,2,1,21,15,6
SHREENAGAR BAIRIYA,4372,2216,2156,269,134,135,31,18,13,25,10,15,8,4,4,11,9,2,6,4,2,3,1,2,7,7,0
SIHORWA,4572,2320,2252,22,12,10,13,6,7,6,3,3,0,0,0,7,4,3,1,1,0,0,0,0,0,0,0
SINHASANI,5342,2681,2661,52,33,19,26,14,12,12,6,6,0,0,0,13,10,3,6,4,2,6,4,2,6,4,2
SISAHANIYA,3386,1776,1610,1,1,0,1,1,0,1,1,0,0,0,0,4,3,1,1,1,0,0,0,0,1,1,0
TEDHAKATTI,4536,2331,2205,41,30,11,107,63,44,24,11,13,3,2,1,27,18,9,7,6,1,1,0,1,11,3,8
TELKUWA,5443,2810,2633,33,19,14,23,14,9,3,1,2,1,0,1,5,3,2,5,3,2,3,2,1,2,1,1
TETARIYA,3377,1695,1682,15,9,6,2,2,0,3,1,2,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0
UCHIDIHA,4602,2350,2252,55,35,20,255,126,129,13,6,7,2,1,1,9,8,1,7,4,3,6,4,2,5,1,4
UMARJAN,5614,2835,2779,25,14,11,15,7,8,1,1,0,1,1,0,7,4,3,5,1,4,1,1,0,0,0,0
INSTITUTIONAL,1875,1790,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
