VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
DEVITAR,2625,1191,1434,13,9,4,2,0,2,4,2,2,0,0,0,3,3,0,4,3,1,0,0,0,1,1,0
DHULIKHEL MUNICIPALITY,14109,7035,7074,50,27,23,11,7,4,38,16,22,1,0,1,43,23,20,21,9,12,5,3,2,5,2,3
DHUNKHARKA,4794,2200,2594,57,29,28,26,12,14,9,3,6,0,0,0,11,8,3,13,4,9,4,2,2,2,2,0
DHUSENI SIWALAYA,1610,719,891,42,27,15,30,13,17,16,7,9,5,1,4,2,2,0,7,6,1,1,1,0,3,0,3
DOLALGHAT,2095,1045,1050,9,7,2,8,4,4,6,2,4,0,0,0,7,4,3,0,0,0,0,0,0,1,1,0
FALATE BHUMLU,1036,450,586,48,28,20,35,13,22,16,8,8,31,15,16,6,4,2,10,7,3,1,0,1,2,1,1
FALEMETAR,4145,2076,2069,45,27,18,17,8,9,1,0,1,4,2,2,10,9,1,2,1,1,3,2,1,7,5,2
FOKSINGTAR,2300,1081,1219,9,6,3,7,4,3,7,3,4,0,0,0,6,3,3,5,4,1,0,0,0,5,3,2
GAIRI BISOUNA DEUPUR,5287,2447,2840,30,17,13,13,10,3,10,4,6,2,0,2,20,12,8,7,5,2,0,0,0,5,2,3
GHARTICHHAP,2532,1221,1311,13,7,6,21,12,9,16,9,7,0,0,0,10,8,2,1,0,1,0,0,0,19,7,12
GOKULE,4748,2371,2377,31,17,14,19,11,8,8,4,4,3,3,0,8,6,2,3,2,1,5,2,3,12,7,5
GOTHPANI,2224,1031,1193,16,12,4,8,4,4,14,7,7,1,1,0,11,6,5,1,1,0,1,0,1,16,9,7
HOKSE BAZAR,4557,2196,2361,28,18,10,5,2,3,7,4,3,1,0,1,4,0,4,1,1,0,3,2,1,7,4,3
JAISITHOK MANDAN,2892,1312,1580,25,18,7,10,5,5,9,6,3,0,0,0,14,11,3,10,4,6,2,0,2,3,2,1
JYAMDI MANDAN,4811,2275,2536,28,16,12,9,4,5,5,4,1,1,0,1,10,2,8,3,3,0,1,1,0,10,4,6
KALATI BHUMIDANDA,3575,1656,1919,24,17,7,5,1,4,7,4,3,3,3,0,13,7,6,3,0,3,1,1,0,7,5,2
KANPUR KALAPANI,4279,1999,2280,27,15,12,12,5,7,10,4,6,5,1,4,20,15,5,7,1,6,2,0,2,14,11,3
KATIKE DEURALI,3003,1420,1583,21,8,13,10,3,7,9,6,3,2,0,2,1,0,1,11,4,7,1,1,0,3,3,0
KATUNJE BESI,2367,1144,1223,13,7,6,9,7,2,1,1,0,0,0,0,5,2,3,2,0,2,0,0,0,2,1,1
KAVRE NITYA CHANDESWOR,4860,2249,2611,28,12,16,10,7,3,5,3,2,0,0,0,6,2,4,10,7,3,3,1,2,5,1,4
KHAHARE PANGU,2347,1082,1265,9,6,3,9,6,3,14,8,6,1,0,1,7,6,1,4,2,2,0,0,0,3,2,1
KHANALTHOK,4660,2168,2492,16,11,5,5,3,2,4,1,3,0,0,0,9,6,3,4,2,2,3,1,2,6,2,4
KHARELTHOK,2346,1048,1298,13,7,6,3,0,3,4,1,3,0,0,0,1,0,1,1,1,0,18,11,7,3,2,1
KHARPACHOK,1673,787,886,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
KOLATI BHUMLU,1274,573,701,12,5,7,4,2,2,9,5,4,0,0,0,8,6,2,6,3,3,1,1,0,8,3,5
KOSHIDEKHA,1690,748,942,17,10,7,14,3,11,19,5,14,6,4,2,5,4,1,7,5,2,0,0,0,3,2,1
KURUWAS CHAPAKHORI,2686,1310,1376,27,14,13,6,3,3,7,5,2,1,0,1,13,9,4,8,4,4,1,0,1,4,1,3
KUSHADEVI,7017,3207,3810,24,15,9,20,9,11,24,11,13,7,6,1,9,7,2,5,1,4,5,5,0,3,3,0
MACHCHHEGAUN,5904,2676,3228,76,38,38,43,20,23,32,12,20,7,2,5,24,6,18,9,7,2,2,1,1,13,5,8
MADAN KUNDARI,1842,791,1051,21,10,11,5,3,2,11,9,2,5,4,1,5,5,0,4,3,1,1,0,1,3,0,3
MAHADEVSTHAN MANDAN,8077,3838,4239,24,17,7,17,9,8,10,7,3,0,0,0,14,5,9,5,4,1,8,3,5,11,7,4
MAHADEVTAR,2055,989,1066,7,3,4,2,0,2,1,1,0,1,1,0,6,3,3,2,1,1,5,2,3,4,0,4
MAHANKAL CHAUR,3429,1511,1918,13,7,6,2,1,1,8,3,5,2,2,0,5,5,0,2,1,1,3,1,2,6,2,4
MAHENDRA JYOTI,3371,1639,1732,14,8,6,5,1,4,7,5,2,1,1,0,2,1,1,3,3,0,0,0,0,6,2,4
MAJHI FEDA,2585,1183,1402,37,20,17,8,3,5,17,6,11,3,1,2,10,6,4,2,1,1,3,3,0,4,2,2
MANGALTAR,3689,1729,1960,9,7,2,11,7,4,5,3,2,0,0,0,19,9,10,1,1,0,0,0,0,3,1,2
MATHURAPATI FULBARI,4389,2032,2357,21,17,4,14,11,3,9,6,3,2,1,1,7,3,4,5,2,3,2,1,1,9,6,3
METHINKOT,4686,2102,2584,19,11,8,6,5,1,1,1,0,0,0,0,2,2,0,2,1,1,2,1,1,3,2,1
MILCHE,2633,1332,1301,18,11,7,20,11,9,2,1,1,1,1,0,8,5,3,5,3,2,4,1,3,2,1,1
NAGRE GAGARCHE,2075,967,1108,51,29,22,24,6,18,41,15,26,2,1,1,18,8,10,17,8,9,3,2,1,6,3,3
UGRACHANDI NALA,7112,3495,3617,30,19,11,12,4,8,9,5,4,1,1,0,15,13,2,13,9,4,2,1,1,4,3,1
NASIKASTHAN SANGA,6063,2903,3160,20,13,7,11,4,7,8,2,6,0,0,0,10,6,4,5,4,1,0,0,0,4,3,1
NAYAGAUN DEUPUR,4305,1929,2376,45,24,21,27,12,15,10,3,7,6,2,4,15,10,5,5,1,4,3,3,0,1,0,1
PANAUTI MUNICIPALITY,26990,12887,14103,158,87,71,41,22,19,59,34,25,11,5,6,40,26,14,29,17,12,6,2,4,24,11,13
PANCHKHAL,12145,5776,6369,72,46,26,28,17,11,25,17,8,14,8,6,21,12,9,25,15,10,4,3,1,5,3,2
PATALEKHET,3946,1910,2036,23,17,6,7,3,4,8,2,6,3,2,1,10,6,4,7,3,4,3,2,1,2,1,1
POKHARI CHAURI,3118,1312,1806,24,18,6,5,4,1,9,3,6,1,1,0,13,4,9,4,1,3,2,1,1,0,0,0
POKHARI NARAYANSTHAN,2788,1296,1492,24,10,14,42,23,19,20,9,11,22,14,8,29,18,11,5,1,4,7,2,5,8,6,2
PURANOGAUN DAPCHA,1965,905,1060,5,4,1,4,1,3,5,1,4,0,0,0,4,3,1,1,1,0,4,2,2,0,0,0
RAVI OPI,4216,1971,2245,35,18,17,21,5,16,11,3,8,2,1,1,6,3,3,12,9,3,3,0,3,9,4,5
RYALE,4209,1808,2401,28,15,13,17,5,12,17,9,8,1,1,0,10,6,4,4,1,3,5,4,1,11,6,5
SALDHARA,2549,1198,1351,27,18,9,22,7,15,15,9,6,11,2,9,11,6,5,3,2,1,2,1,1,6,2,4
SALLE BHUMLU,1743,784,959,2,1,1,1,0,1,6,2,4,2,0,2,2,2,0,3,0,3,0,0,0,4,3,1
SALMECHAKALA (TALDHUNGA),1675,807,868,13,6,7,3,2,1,3,0,3,0,0,0,10,7,3,7,4,3,3,1,2,7,2,5
SANKHUPATI CHOUR,3280,1540,1740,29,16,13,18,5,13,26,14,12,8,4,4,2,1,1,2,1,1,4,2,2,3,1,2
SANOWANGTHALI,1388,676,712,29,20,9,45,14,31,24,13,11,2,1,1,9,4,5,2,2,0,1,1,0,9,5,4
SAPING,3157,1426,1731,23,15,8,20,10,10,14,7,7,3,1,2,13,7,6,5,2,3,2,0,2,9,4,5
SARADA BATASE,2340,1077,1263,11,4,7,3,1,2,2,1,1,2,2,0,2,2,0,1,1,0,1,1,0,6,3,3
SARAMTHALI,1055,510,545,2,1,1,2,2,0,5,3,2,0,0,0,4,0,4,0,0,0,1,0,1,2,2,0
SARASYUNKHARK,5218,2479,2739,34,21,13,16,11,5,16,4,12,4,2,2,20,12,8,2,1,1,2,1,1,4,0,4
SATHIGHAR BHAGAWATI,2599,1219,1380,22,7,15,11,5,6,9,2,7,0,0,0,5,3,2,6,3,3,1,1,0,4,3,1
SIKHAR AMBOTE,3659,1708,1951,10,6,4,8,2,6,10,4,6,8,5,3,11,6,5,2,2,0,1,1,0,2,0,2
SIMALCHOUR SYAMPATI,3726,1699,2027,30,15,15,13,8,5,9,4,5,4,3,1,17,9,8,7,3,4,1,1,0,12,8,4
SIMTHALI,1699,833,866,12,8,4,8,5,3,2,2,0,2,1,1,1,0,1,1,0,1,2,2,0,4,3,1
SIPALI CHILAUNE,2831,1362,1469,19,13,6,4,4,0,2,1,1,2,1,1,4,2,2,4,1,3,4,2,2,8,4,4
SISAKHANI,1736,808,928,5,3,2,1,1,0,1,1,0,0,0,0,5,3,2,1,1,0,5,2,3,0,0,0
THULO PARSEL,2442,1105,1337,16,8,8,8,6,2,6,4,2,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0
TUKUCHA NALA,4805,2249,2556,31,21,10,18,9,9,21,8,13,2,1,1,13,8,5,7,3,4,3,2,1,7,4,3
UGRATARA JANAGAL,6889,3423,3466,29,17,12,4,3,1,13,10,3,0,0,0,7,5,2,4,2,2,2,2,0,5,2,3
INSTITUTIONAL,6664,5351,1313,20,13,7,17,11,6,1,1,0,0,0,0,0,0,0,10,10,0,0,0,0,4,4,0
