VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
JHARUWARASI,99,60,39,703,371,332,607,323,284,495,262,233,428,250,178,476,264,212,199,139,60,73,50,23,1,0,1,171,75,96,51,21,30
KALESWOR,5,3,2,352,200,152,210,118,92,142,75,67,111,70,41,74,34,40,21,16,5,6,6,0,0,0,0,7,6,1,4,2,2
KHOKANA,93,52,41,941,554,387,645,380,265,387,244,143,463,255,208,396,220,176,109,74,35,20,17,3,2,2,0,431,185,246,9,4,5
LALITPUR SUB-METROPOLITAN CITY,4962,2651,2311,33731,17814,15917,25498,14026,11472,21548,11598,9950,27208,14760,12448,30709,16774,13935,20836,12324,8512,9914,6455,3459,159,82,77,6909,2849,4060,552,239,313
LAMATAR,71,38,33,1294,673,621,1011,580,431,935,547,388,887,520,367,771,445,326,328,241,87,115,96,19,2,2,0,418,176,242,41,19,22
LELE,78,42,36,1830,964,866,1099,583,516,707,418,289,484,275,209,382,215,167,141,82,59,21,15,6,4,1,3,393,220,173,14,7,7
LUBHU,224,104,120,1782,926,856,1358,741,617,1027,568,459,1403,839,564,1077,622,455,451,282,169,142,108,34,4,3,1,380,176,204,30,16,14
MALTA,62,33,29,549,311,238,221,119,102,57,27,30,59,33,26,24,15,9,17,8,9,2,2,0,0,0,0,52,42,10,0,0,0
MANIKHEL,57,27,30,558,300,258,274,147,127,102,42,60,83,55,28,54,34,20,11,7,4,1,1,0,3,2,1,91,46,45,4,3,1
NALLU,64,40,24,613,354,259,211,117,94,56,38,18,61,39,22,32,26,6,6,5,1,1,1,0,7,6,1,64,26,38,8,3,5
PYUTAR,25,14,11,739,401,338,321,170,151,122,57,65,85,45,40,53,28,25,18,14,4,0,0,0,3,2,1,24,13,11,3,1,2
SAINBU,490,244,246,3344,1744,1600,2501,1356,1145,1743,948,795,2439,1366,1073,2213,1156,1057,1318,787,531,716,487,229,11,4,7,890,387,503,32,18,14
SANKHU,10,4,6,614,345,269,414,218,196,171,80,91,126,72,54,134,82,52,24,16,8,1,1,0,0,0,0,34,19,15,11,5,6
SIDDHIPUR,125,64,61,1272,679,593,839,495,344,519,290,229,735,390,345,523,257,266,154,82,72,27,18,9,7,1,6,261,92,169,11,4,7
SUNAKOTHI,277,147,130,1705,917,788,1246,703,543,942,556,386,1074,618,456,988,475,513,484,308,176,180,115,65,5,3,2,379,193,186,13,9,4
THAIBA,232,136,96,1714,940,774,1141,668,473,789,445,344,680,385,295,742,429,313,374,234,140,153,98,55,3,2,1,357,144,213,25,15,10
THECHO,298,161,137,1661,995,666,1169,693,476,893,487,406,912,510,402,953,495,458,398,234,164,160,101,59,2,1,1,475,244,231,40,21,19
THULADURLUNG,48,22,26,539,299,240,168,87,81,50,19,31,45,27,18,25,19,6,7,5,2,3,2,1,2,2,0,45,24,21,0,0,0
TIKATHALI,181,104,77,1782,927,855,1199,627,572,969,550,419,1337,746,591,1069,580,489,496,322,174,193,154,39,8,4,4,380,207,173,39,19,20
INSTITUTIONAL,469,270,199,2563,1544,1019,2278,1628,650,1243,947,296,1364,1001,363,1148,848,300,383,278,105,70,47,23,146,141,5,135,65,70,24,19,5
