VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
KOTA,3506,1619,1887,34,20,14,17,12,5,18,9,9,4,2,2,13,8,5,2,1,1,4,0,4,5,2,3
KOTDARBAR,5397,2226,3171,34,22,12,16,9,7,22,11,11,2,0,2,21,11,10,9,6,3,3,1,2,8,2,6
KYAMIN,5108,2151,2957,22,10,12,23,11,12,24,10,14,8,1,7,6,4,2,9,2,7,4,2,2,9,7,2
MAJHAKOT,6671,2796,3875,39,21,18,16,9,7,19,9,10,3,2,1,20,11,9,6,5,1,5,2,3,20,12,8
MANPANG,6565,2794,3771,37,23,14,22,7,15,14,6,8,3,2,1,22,10,12,9,7,2,20,11,9,6,3,3
POKHARI BHANJYANG,3903,1778,2125,29,15,14,12,5,7,11,3,8,2,0,2,10,8,2,1,1,0,2,1,1,8,4,4
PURKOT,6991,2931,4060,69,40,29,39,21,18,30,19,11,4,4,0,27,12,15,6,2,4,3,3,0,19,12,7
RAIPUR,3897,1659,2238,20,12,8,15,9,6,8,5,3,0,0,0,10,2,8,6,3,3,0,0,0,7,3,4
RAMJAKOT,4494,1942,2552,22,10,12,16,6,10,14,9,5,3,2,1,40,25,15,8,7,1,1,1,0,15,9,6
RANIPOKHARI (RESING),3845,1601,2244,14,8,6,5,1,4,18,10,8,0,0,0,3,3,0,5,4,1,10,8,2,17,7,10
RISTI,1841,788,1053,36,20,16,15,4,11,18,9,9,5,2,3,15,11,4,2,1,1,6,5,1,10,5,5
RUPAKOT,4158,1744,2414,45,23,22,19,6,13,14,8,6,2,2,0,12,8,4,6,3,3,2,2,0,6,4,2
SATISWARA,3854,1628,2226,39,24,15,11,4,7,12,4,8,2,1,1,10,7,3,7,5,2,3,1,2,7,3,4
SHAMUNG BHAGAWATIPUR,7149,3010,4139,57,32,25,18,11,7,30,15,15,0,0,0,27,11,16,8,5,3,5,4,1,8,4,4
SHYMGHA,4787,2035,2752,41,25,16,10,5,5,33,20,13,0,0,0,9,4,5,6,4,2,2,1,1,5,2,3
SUNDHARA (GHIRING),6717,2844,3873,61,35,26,32,18,14,18,9,9,3,2,1,22,13,9,9,3,6,1,1,0,18,12,6
TANAHUNSUR,2784,1157,1627,16,10,6,9,2,7,7,4,3,1,0,1,14,7,7,6,2,4,1,1,0,7,3,4
THAPREK,2863,1244,1619,31,18,13,8,5,3,9,5,4,0,0,0,9,5,4,17,12,5,3,2,1,11,7,4
MIRLUNG,5123,2161,2962,60,36,24,26,13,13,28,13,15,0,0,0,18,8,10,8,4,4,3,2,1,6,4,2
INSTITUTIONAL,2695,2519,176,5,5,0,3,3,0,36,22,14,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
