VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
INDRAYANI,76,44,32,601,322,279,539,290,249,398,233,165,322,190,132,249,151,98,127,75,52,15,10,5,2,1,1,75,36,39,41,21,20
JHOR MAHANKAL,124,63,61,827,431,396,649,340,309,417,256,161,344,214,130,273,156,117,44,30,14,10,10,0,11,8,3,23,10,13,3,1,2
JITPURPHEDI,82,39,43,960,494,466,600,313,287,463,259,204,362,216,146,446,258,188,220,139,81,49,34,15,4,1,3,501,273,228,16,10,6
JORPATI,2790,1475,1315,17691,9396,8295,10740,5839,4901,7878,4284,3594,8836,4886,3950,7382,4077,3305,3232,2063,1169,1166,836,330,65,32,33,2352,1099,1253,425,230,195
KABHRESTHALI,101,52,49,992,509,483,614,348,266,587,342,245,358,212,146,395,214,181,164,117,47,69,42,27,1,1,0,208,123,85,17,6,11
KAPAN,1639,865,774,8236,4397,3839,5780,3060,2720,4508,2340,2168,6401,3515,2886,5940,3297,2643,2873,1836,1037,1276,937,339,32,10,22,2037,925,1112,142,71,71
KATHMANDU METROPOLITAN CITY,21278,11452,9826,147284,78093,69191,107568,57542,50026,90059,47878,42181,128732,70054,58678,145320,80215,65105,98697,60400,38297,44961,31050,13911,695,385,310,24099,10072,14027,3375,1667,1708
KHADKA BHADRAKALI,366,194,172,1805,945,860,1410,743,667,976,512,464,1384,737,647,1262,656,606,710,419,291,351,226,125,0,0,0,289,119,170,18,12,6
KIRTIPUR MUNICIPALITY,1110,630,480,8507,4572,3935,6278,3436,2842,5375,3065,2310,6850,3937,2913,8962,5518,3444,9597,6764,2833,4422,3468,954,38,26,12,2738,1243,1495,123,48,75
LAPSIPHEDI,106,55,51,1658,875,783,721,420,301,413,242,171,258,149,109,133,92,41,49,36,13,7,4,3,0,0,0,22,13,9,38,19,19
MACHHEGAUN,111,55,56,806,403,403,572,323,249,377,212,165,333,193,140,316,170,146,157,90,67,49,41,8,0,0,0,70,29,41,6,4,2
MAHADEVATHAN,344,190,154,3173,1645,1528,2271,1233,1038,1442,740,702,1796,1014,782,1459,772,687,769,480,289,267,190,77,10,6,4,337,141,196,82,50,32
MAHANKAL,516,260,256,2588,1327,1261,1985,1061,924,1811,941,870,2007,1007,1000,2517,1259,1258,1716,1019,697,955,661,294,9,6,3,698,278,420,57,26,31
MANMAIJU,1049,566,483,6792,3545,3247,5015,2627,2388,4156,2218,1938,5379,3045,2334,5271,2988,2283,2299,1465,834,893,660,233,21,8,13,1329,552,777,114,58,56
MATATIRTHA,133,73,60,1174,643,531,905,490,415,651,359,292,643,334,309,585,309,276,205,138,67,84,58,26,8,3,5,129,51,78,17,9,8
MULPANI,254,150,104,2096,1094,1002,1402,756,646,1068,589,479,1251,706,545,1145,663,482,470,286,184,156,119,37,1,0,1,763,397,366,69,36,33
NAGLEBHARE,128,53,75,1159,641,518,525,288,237,330,187,143,227,135,92,149,93,56,25,21,4,5,4,1,3,1,2,305,161,144,49,22,27
NAIKAP NAYA BHANJYANG,192,114,78,1317,692,625,953,510,443,857,438,419,848,464,384,997,535,462,566,362,204,240,169,71,4,2,2,260,111,149,15,8,7
NAIKAP PURANO BHANJYANG,56,28,28,680,359,321,570,294,276,506,292,214,589,358,231,551,306,245,343,210,133,95,72,23,3,1,2,219,91,128,3,2,1
NAYAPATI,184,83,101,1436,745,691,973,522,451,974,532,442,699,411,288,588,315,273,226,146,80,50,35,15,5,4,1,130,69,61,17,6,11
PUKHULACHHI,42,20,22,414,228,186,310,158,152,309,154,155,289,156,133,277,155,122,140,84,56,33,23,10,1,0,1,150,90,60,11,7,4
RAMKOT,130,68,62,1537,773,764,1278,724,554,834,455,379,1043,622,421,903,535,368,414,278,136,143,112,31,6,3,3,319,152,167,21,12,9
SANGLA,80,38,42,834,456,378,571,317,254,333,183,150,266,163,103,212,122,90,74,43,31,23,20,3,0,0,0,148,88,60,1,0,1
SETIDEVI,86,50,36,700,391,309,614,335,279,473,285,188,421,246,175,367,201,166,95,61,34,21,16,5,3,2,1,158,89,69,9,7,2
SATUNGAL,339,170,169,1932,1037,895,1360,760,600,997,560,437,1341,784,557,912,505,407,429,278,151,150,108,42,3,1,2,553,264,289,10,9,1
SEUCHATAR,303,165,138,2085,1085,1000,1481,761,720,1371,698,673,1473,815,658,1841,1024,817,1100,700,400,597,416,181,13,7,6,639,292,347,81,45,36
SHESHNARAYAN,107,60,47,788,452,336,551,313,238,337,172,165,458,254,204,335,201,134,102,63,39,35,28,7,12,7,5,170,69,101,3,2,1
SITAPAILA,438,235,203,2982,1580,1402,2227,1160,1067,1709,908,801,2097,1171,926,2271,1281,990,1404,875,529,576,382,194,12,9,3,388,156,232,56,27,29
SUNDARIJAL,23,12,11,845,452,393,341,189,152,191,94,97,171,105,66,117,74,43,36,28,8,6,3,3,3,2,1,92,42,50,43,21,22
SUNTOL,101,56,45,975,519,456,628,329,299,452,260,192,426,253,173,309,181,128,82,56,26,16,11,5,1,0,1,368,184,184,1,0,1
TALKUDUDECHOUR,69,41,28,827,453,374,383,212,171,204,104,100,147,86,61,106,59,47,31,18,13,9,5,4,1,1,0,213,97,116,3,1,2
THANKOT,412,220,192,2586,1404,1182,1730,1013,717,1137,603,534,1148,625,523,888,463,425,348,228,120,109,83,26,15,9,6,319,148,171,29,12,17
TINTHANA,280,144,136,1745,915,830,1335,707,628,1082,604,478,1057,594,463,1108,591,517,629,399,230,305,212,93,13,6,7,77,23,54,15,2,13
TOKHA CHANDESWORI,128,76,52,814,440,374,644,351,293,320,185,135,367,200,167,235,142,93,48,30,18,15,9,6,4,3,1,48,20,28,3,2,1
TOKHA SARSWOTI,128,60,68,1088,591,497,813,465,348,483,281,202,506,308,198,356,212,144,149,102,47,58,42,16,1,0,1,98,34,64,1,1,0
INSTITUTIONAL,1163,750,413,9584,6675,2909,9125,7273,1852,5442,4245,1197,6856,5849,1007,4740,3217,1523,1846,1150,696,387,272,115,357,351,6,1380,816,564,866,806,60
