VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
MANIKHEL,1894,912,982,23,15,8,8,6,2,8,4,4,0,0,0,3,1,2,4,1,3,1,1,0,6,2,4
NALLU,2120,987,1133,26,18,8,7,5,2,7,3,4,1,1,0,7,4,3,2,2,0,0,0,0,1,1,0
PYUTAR,1979,947,1032,19,10,9,29,15,14,9,7,2,0,0,0,9,7,2,4,1,3,1,1,0,6,4,2
SAINBU,19523,9831,9692,76,44,32,30,9,21,27,15,12,0,0,0,26,18,8,13,7,6,12,5,7,14,6,8
SANKHU,2239,1087,1152,21,16,5,6,3,3,4,3,1,0,0,0,3,0,3,3,0,3,1,0,1,0,0,0
SIDDHIPUR,6113,2871,3242,15,7,8,7,3,4,8,4,4,0,0,0,2,1,1,1,1,0,1,1,0,0,0,0
SUNAKOTHI,9969,4897,5072,37,24,13,15,8,7,30,14,16,3,3,0,10,4,6,8,3,5,16,7,9,4,2,2
THAIBA,8185,4137,4048,34,21,13,10,6,4,5,3,2,0,0,0,15,6,9,7,6,1,3,1,2,2,0,2
THECHO,10006,4897,5109,21,15,6,15,5,10,15,7,8,1,0,1,4,1,3,13,9,4,8,5,3,3,3,0
THULADURLUNG,1423,697,726,23,10,13,6,3,3,8,3,5,0,0,0,11,4,7,2,1,1,2,0,2,4,0,4
TIKATHALI,10027,5013,5014,35,26,9,24,12,12,20,8,12,0,0,0,11,6,5,8,3,5,2,1,1,9,3,6
INSTITUTIONAL,10379,7087,3292,39,26,13,34,15,19,15,8,7,1,1,0,11,6,5,28,16,12,12,7,5,7,6,1
