VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
DANGSING,2711,1223,1488,11,5,6,5,3,2,3,3,0,0,0,0,4,3,1,0,0,0,2,2,0,0,0,0
DEURALI,3589,1591,1998,23,16,7,12,6,6,12,7,5,4,2,2,5,4,1,1,0,1,0,0,0,10,6,4
DUIPIPAL,7660,3642,4018,55,27,28,19,12,7,15,6,9,2,1,1,20,6,14,6,3,3,6,2,4,7,2,5
FIKURI,2838,1347,1491,15,10,5,4,4,0,3,2,1,1,1,0,5,4,1,2,1,1,3,1,2,2,1,1
GANESHTHAN,3660,1775,1885,35,20,15,4,2,2,1,1,0,1,1,0,11,10,1,3,1,2,4,3,1,9,5,4
GAUNKHARKA,3132,1545,1587,13,9,4,11,3,8,3,3,0,2,1,1,7,6,1,3,0,3,3,2,1,6,4,2
GERKHU,6304,2846,3458,27,13,14,17,11,6,14,8,6,0,0,0,4,2,2,6,3,3,3,2,1,7,3,4
GHYANGPHEDI,3054,1667,1387,6,4,2,16,10,6,5,2,3,1,0,1,9,5,4,1,0,1,1,1,0,7,3,4
GORSYANG,3416,1513,1903,5,2,3,4,2,2,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,3,1,2
JILING,6241,2971,3270,15,8,7,4,3,1,9,4,5,3,1,2,4,1,3,2,1,1,3,2,1,5,1,4
KABILAS,3984,1960,2024,35,17,18,11,5,6,11,8,3,2,2,0,10,3,7,7,5,2,3,2,1,0,0,0
KAKANI,7240,3575,3665,38,21,17,13,6,7,14,8,6,3,2,1,6,4,2,4,4,0,1,0,1,1,1,0
HALDE KALIKA,3502,1707,1795,49,24,25,19,9,10,3,2,1,4,3,1,13,5,8,2,0,2,6,3,3,8,3,5
KALYANPUR,5674,2579,3095,28,15,13,4,1,3,4,2,2,0,0,0,6,5,1,1,1,0,3,2,1,2,2,0
KAULE,2948,1314,1634,14,11,3,9,7,2,8,7,1,1,0,1,5,3,2,3,2,1,4,1,3,1,1,0
KHADAG BHANJYANG,6067,2684,3383,26,19,7,31,18,13,10,4,6,5,1,4,14,8,6,9,4,5,1,0,1,3,0,3
KHARANITAR,1544,746,798,16,11,5,25,8,17,10,6,4,1,0,1,7,4,3,3,1,2,0,0,0,3,3,0
KHANIGAUN,5249,2356,2893,23,14,9,9,7,2,13,6,7,1,0,1,21,16,5,5,3,2,2,1,1,7,3,4
KIMTANG,1970,913,1057,1,1,0,3,2,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
KUMARI,8576,4204,4372,45,36,9,12,5,7,10,4,6,6,3,3,6,2,4,10,5,5,2,0,2,5,4,1
LACHYANG,4424,2206,2218,21,16,5,13,5,8,3,2,1,5,3,2,8,3,5,2,1,1,0,0,0,4,2,2
LIKHU,2411,1081,1330,22,13,9,11,4,7,8,3,5,0,0,0,3,3,0,2,2,0,0,0,0,5,4,1
MADANPUR,8600,4158,4442,100,53,47,59,31,28,39,18,21,3,1,2,23,9,14,21,10,11,6,6,0,11,8,3
MAHAKALI,3481,1607,1874,10,7,3,1,0,1,7,3,4,1,1,0,7,5,2,5,1,4,5,4,1,7,1,6
MANAKAMANA,3277,1510,1767,13,7,6,8,3,5,2,2,0,1,0,1,8,6,2,2,2,0,3,3,0,7,4,3
NARJAMANDAP,5277,2621,2656,16,14,2,13,5,8,2,1,1,8,4,4,9,7,2,6,2,4,0,0,0,4,2,2
OKHARPAUWA,7823,3925,3898,25,16,9,23,15,8,10,3,7,1,1,0,5,3,2,3,2,1,3,2,1,8,3,5
PANCHAKANYA,2616,1298,1318,9,5,4,21,10,11,12,6,6,2,0,2,10,2,8,2,0,2,0,0,0,3,0,3
RALUKADEVI,4522,2277,2245,10,8,2,8,2,6,4,2,2,2,1,1,12,6,6,3,2,1,0,0,0,2,1,1
RATMATE,3738,1740,1998,13,9,4,14,5,9,8,7,1,0,0,0,12,3,9,4,1,3,1,1,0,3,3,0
RAUTBESI,3348,1683,1665,18,9,9,38,23,15,13,6,7,4,2,2,4,3,1,6,3,3,3,1,2,3,1,2
SALME,2134,1034,1100,25,15,10,11,9,2,7,2,5,0,0,0,1,0,1,2,0,2,2,2,0,4,1,3
SAMARI,5198,2360,2838,28,9,19,23,7,16,17,10,7,2,2,0,13,6,7,9,4,5,3,2,1,11,8,3
SAMUNDRADEVI,2999,1400,1599,19,15,4,11,8,3,11,7,4,0,0,0,9,7,2,1,0,1,0,0,0,3,3,0
SAMUNDRATAR,1965,907,1058,9,6,3,6,3,3,5,3,2,1,1,0,5,3,2,2,1,1,1,1,0,3,1,2
SHIKHARBESI,3331,1712,1619,59,33,26,49,26,23,31,15,16,2,1,1,11,6,5,6,4,2,10,6,4,35,12,23
SIKRE,1491,659,832,27,9,18,35,18,17,6,3,3,0,0,0,7,6,1,5,3,2,0,0,0,11,7,4
SUNDARADEVI,2324,1151,1173,22,13,9,11,10,1,6,1,5,0,0,0,18,13,5,4,2,2,2,1,1,24,16,8
SUNKHANI,2410,1174,1236,16,9,7,5,5,0,6,2,4,1,1,0,3,1,2,3,2,1,1,1,0,4,2,2
SURYAMATI,3610,1694,1916,17,10,7,1,1,0,2,1,1,1,0,1,17,6,11,1,1,0,0,0,0,5,4,1
TALAKHU,2936,1376,1560,9,7,2,8,3,5,5,3,2,2,2,0,8,4,4,2,2,0,1,1,0,5,4,1
TARUKA,5087,2260,2827,44,27,17,37,18,19,20,10,10,1,1,0,13,6,7,7,3,4,6,4,2,18,6,12
THANAPATI,2794,1346,1448,8,6,2,10,2,8,4,0,4,1,1,0,7,3,4,2,1,1,1,1,0,4,3,1
THANSING,6022,2833,3189,48,33,15,13,7,6,14,9,5,0,0,0,15,8,7,7,4,3,3,2,1,4,3,1
THAPREK,3923,1891,2032,3,2,1,7,3,4,0,0,0,0,0,0,2,1,1,1,1,0,1,1,0,5,3,2
TUPCHE,5183,2349,2834,33,18,15,20,8,12,14,6,8,1,1,0,11,8,3,7,3,4,4,1,3,13,7,6
URLENI,3937,1993,1944,36,22,14,16,6,10,13,8,5,1,1,0,2,2,0,3,2,1,2,0,2,4,2,2
INSTITUTIONAL,1676,1333,343,4,4,0,2,2,0,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
