VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
KHIDIM,3403,1456,1947,28,17,11,6,4,2,6,4,2,1,0,1,10,5,5,3,2,1,13,6,7,4,4,0
KHILJI,3195,1343,1852,18,13,5,22,11,11,13,5,8,1,0,1,7,4,3,9,5,4,1,0,1,13,3,10
MAIDAN,4132,1780,2352,61,33,28,27,13,14,23,12,11,0,0,0,10,4,6,14,4,10,8,3,5,13,6,7
MARENG,3800,1545,2255,49,24,25,19,8,11,20,10,10,2,1,1,9,6,3,7,5,2,7,5,2,10,6,4
NARPANI,3570,1535,2035,14,10,4,4,2,2,10,4,6,2,1,1,14,7,7,4,1,3,8,6,2,10,4,6
NUWAKOT,6387,2663,3724,41,24,17,12,4,8,16,5,11,2,1,1,10,6,4,10,6,4,10,4,6,2,2,0
PALI,4107,1724,2383,36,20,16,19,13,6,14,6,8,0,0,0,23,12,11,7,3,4,4,2,2,9,6,3
PATAUTI,2975,1221,1754,90,41,49,22,12,10,18,12,6,2,0,2,18,9,9,9,5,4,2,2,0,11,6,5
PANENA,2303,945,1358,16,6,10,10,7,3,8,2,6,1,0,1,12,9,3,5,5,0,2,1,1,6,4,2
POKHARATHOK,3594,1519,2075,43,22,21,10,6,4,11,4,7,3,2,1,9,4,5,7,3,4,3,2,1,2,2,0
SANDHIKHARKA,13677,6598,7079,52,33,19,33,16,17,12,2,10,0,0,0,23,7,16,11,5,6,10,2,8,7,3,4
SIDDHARA,8432,3986,4446,116,61,55,39,23,16,42,21,21,0,0,0,27,14,13,13,6,7,2,0,2,13,9,4
SIMALPANI,5898,2765,3133,97,64,33,21,12,9,33,15,18,4,3,1,21,11,10,14,10,4,6,5,1,16,7,9
SITAPUR,3725,1594,2131,44,26,18,16,7,9,15,7,8,0,0,0,16,8,8,3,2,1,12,7,5,5,3,2
SUBARNAKHAL,2765,1212,1553,23,13,10,10,3,7,7,6,1,1,0,1,15,6,9,7,4,3,2,2,0,3,3,0
THADA,8945,4025,4920,72,55,17,19,10,9,18,11,7,5,4,1,34,16,18,20,11,9,5,5,0,3,2,1
THULAPOKHARA,3547,1433,2114,57,28,29,20,8,12,17,11,6,0,0,0,13,8,5,11,4,7,12,4,8,3,1,2
INSTITUTIONAL,723,706,17,2,2,0,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
