VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
CHHINAMAKHU,2545,1190,1355,29,15,14,10,5,5,22,8,14,0,0,0,7,3,4,6,1,5,3,0,3,2,2,0
DALGAUN,2515,1168,1347,23,14,9,5,3,2,3,3,0,1,0,1,8,5,3,3,2,1,0,0,0,3,3,0
DEURALI,5112,2385,2727,62,29,33,80,29,51,19,12,7,1,1,0,9,5,4,10,5,5,3,0,3,11,5,6
DEWANTAR,3140,1537,1603,29,17,12,8,5,3,16,8,8,1,1,0,12,8,4,3,0,3,2,1,1,4,1,3
DHODLEKHANI,1757,809,948,13,9,4,5,3,2,6,5,1,0,0,0,4,2,2,3,0,3,0,0,0,4,4,0
DOBHANE,4835,2274,2561,9,5,4,12,7,5,8,4,4,1,1,0,5,3,2,4,3,1,3,1,2,4,2,2
DUMMANA,4401,2085,2316,22,17,5,10,6,4,33,17,16,3,1,2,15,7,8,4,1,3,4,2,2,15,8,7
GOGANE,2040,926,1114,40,22,18,7,4,3,6,5,1,0,0,0,5,3,2,6,3,3,0,0,0,5,4,1
GUPTESHWOR,1897,867,1030,2,2,0,1,1,0,4,2,2,0,0,0,4,3,1,0,0,0,2,0,2,4,2,2
HASANPUR,2317,1103,1214,13,9,4,18,11,7,33,18,15,1,1,0,22,11,11,8,3,5,1,0,1,17,9,8
HELAUCHHA,3603,1698,1905,52,36,16,18,10,8,14,10,4,4,3,1,9,5,4,5,2,3,0,0,0,6,5,1
HOMTANG,5165,2337,2828,52,30,22,23,7,16,57,34,23,2,1,1,17,12,5,15,9,6,3,3,0,31,14,17
JARAYOTAR,3645,1669,1976,21,10,11,7,2,5,13,7,6,1,0,1,6,4,2,5,2,3,3,3,0,6,4,2
KEEMALUNG,1627,758,869,16,11,5,11,6,5,2,0,2,2,2,0,0,0,0,4,2,2,0,0,0,3,3,0
KEURENIPANI,3867,1840,2027,30,16,14,16,6,10,9,4,5,0,0,0,14,8,6,4,2,2,3,2,1,10,4,6
KHAIRANG,2670,1218,1452,14,9,5,3,1,2,16,10,6,3,2,1,15,9,6,3,1,2,2,1,1,5,4,1
KHARTAMCHHA,1538,729,809,25,9,16,9,7,2,5,2,3,1,1,0,6,3,3,0,0,0,1,1,0,4,2,2
KHATAMMA,2093,1010,1083,17,13,4,11,5,6,11,7,4,0,0,0,5,3,2,4,3,1,0,0,0,1,0,1
KHAWA,1902,861,1041,23,13,10,3,2,1,16,6,10,0,0,0,10,7,3,3,1,2,3,2,1,4,2,2
KOT,3616,1676,1940,19,12,7,9,2,7,19,9,10,2,1,1,7,3,4,4,2,2,1,0,1,4,1,3
KUDAK KAULE,2377,1136,1241,38,23,15,15,7,8,8,6,2,4,1,3,4,2,2,4,2,2,3,0,3,8,3,5
KULUNG,3897,1872,2025,47,30,17,11,7,4,21,13,8,0,0,0,10,7,3,5,2,3,4,3,1,18,8,10
LEKHARKA,2456,1147,1309,50,31,19,19,11,8,10,4,6,2,0,2,10,6,4,2,0,2,1,0,1,6,1,5
MANE BHANJYANG,2648,1275,1373,4,3,1,6,1,5,1,1,0,0,0,0,6,4,2,2,1,1,2,2,0,2,0,2
MULPANI,3742,1768,1974,40,28,12,7,3,4,2,0,2,1,0,1,16,6,10,4,3,1,2,2,0,11,8,3
NAGI,1163,526,637,10,4,6,4,3,1,7,2,5,0,0,0,7,4,3,3,0,3,0,0,0,0,0,0
NEPALEDADA,3377,1596,1781,29,18,11,11,6,5,12,7,5,1,1,0,18,7,11,7,4,3,6,4,2,15,6,9
OKHRE,2546,1156,1390,34,14,20,10,5,5,8,4,4,3,0,3,6,4,2,4,1,3,1,0,1,3,2,1
PANGCHA,2335,1106,1229,42,27,15,11,9,2,34,17,17,1,0,1,26,14,12,3,2,1,0,0,0,5,3,2
PATLE PANI,3145,1437,1708,28,17,11,7,3,4,19,10,9,5,3,2,24,16,8,7,6,1,4,3,1,4,1,3
PAWALA,1311,640,671,5,3,2,3,1,2,10,9,1,0,0,0,5,2,3,0,0,0,1,0,1,6,4,2
PYAULI,2351,1071,1280,28,14,14,4,1,3,7,5,2,0,0,0,3,2,1,3,1,2,0,0,0,8,4,4
RANIBAS,5396,2504,2892,87,51,36,26,15,11,22,13,9,0,0,0,23,15,8,15,5,10,7,3,4,13,5,8
SANGPANG,3305,1499,1806,44,30,14,12,8,4,17,9,8,0,0,0,10,4,6,3,3,0,4,3,1,13,8,5
SANO DUMMA,2294,1040,1254,21,16,5,10,6,4,8,5,3,2,1,1,15,5,10,6,3,3,0,0,0,8,3,5
SHYAMSILA,2384,1076,1308,25,11,14,9,4,5,16,10,6,0,0,0,5,2,3,7,6,1,1,0,1,11,6,5
SIDDHESWOR,2781,1287,1494,31,21,10,9,5,4,6,6,0,2,0,2,9,8,1,1,0,1,2,1,1,1,1,0
SINDRANG,984,476,508,13,9,4,10,5,5,19,10,9,1,0,1,12,4,8,4,2,2,1,0,1,2,2,0
TAKSAR,3316,1492,1824,17,10,7,5,3,2,2,2,0,1,1,0,6,4,2,1,0,1,0,0,0,2,0,2
THIDINGKHA,2072,1013,1059,2,1,1,3,0,3,1,1,0,0,0,0,1,0,1,2,2,0,1,0,1,2,1,1
THULO DUMMA,1965,893,1072,20,12,8,5,2,3,18,8,10,10,4,6,12,7,5,2,1,1,7,2,5,10,7,3
TIMMA,2516,1212,1304,4,2,2,1,1,0,4,1,3,0,0,0,6,4,2,0,0,0,0,0,0,7,5,2
TIWARI BHANJYANG,2941,1433,1508,29,15,14,9,4,5,3,2,1,3,3,0,5,2,3,4,3,1,0,0,0,5,3,2
TUNGGECHHA,2177,1023,1154,28,12,16,2,1,1,11,7,4,1,1,0,6,3,3,3,2,1,2,1,1,10,6,4
BALANKHA,1652,793,859,15,11,4,5,2,3,9,4,5,0,0,0,8,6,2,6,2,4,0,0,0,1,0,1
YAKU,2795,1268,1527,16,7,9,9,5,4,16,7,9,0,0,0,9,7,2,6,4,2,0,0,0,6,1,5
YANGPANG,2933,1324,1609,40,28,12,3,1,2,15,10,5,0,0,0,11,6,5,2,2,0,3,1,2,12,6,6
INSTITUTIONAL,1218,1176,42,0,0,0,1,1,0,3,3,0,0,0,0,1,1,0,9,3,6,1,0,1,1,0,1
