VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
DOHALI,3962,1698,2264,67,37,30,37,16,21,23,6,17,1,1,0,12,7,5,11,2,9,4,3,1,7,4,3
DUBICHAUR,2593,1040,1553,24,13,11,10,5,5,2,1,1,2,1,1,14,7,7,4,2,2,1,1,0,2,1,1
FOKSING,2614,1142,1472,5,2,3,3,2,1,4,3,1,2,2,0,19,12,7,0,0,0,0,0,0,1,1,0
GAUNDAKOT,2495,1013,1482,27,17,10,11,8,3,5,4,1,0,0,0,6,1,5,10,4,6,6,3,3,3,2,1
GWAGHA,2259,960,1299,27,16,11,7,3,4,12,4,8,1,0,1,8,4,4,4,0,4,4,0,4,7,2,5
GWADI,2459,972,1487,43,27,16,20,8,12,21,11,10,1,0,1,19,8,11,15,6,9,1,0,1,7,4,3
HADAHADE,3642,1505,2137,61,38,23,19,9,10,16,12,4,3,0,3,6,4,2,7,5,2,9,5,4,8,4,4
HANSARA,2846,1221,1625,5,2,3,6,3,3,1,0,1,3,1,2,10,3,7,4,3,1,0,0,0,2,1,1
HARDINETA,4027,1612,2415,48,35,13,18,9,9,12,6,6,2,1,1,18,10,8,24,11,13,4,0,4,18,13,5
HAREWA,1827,777,1050,15,6,9,4,1,3,2,2,0,0,0,0,6,3,3,4,2,2,6,3,3,5,4,1
HARMICHAUR,2400,1089,1311,1,1,0,1,0,1,10,3,7,1,1,0,3,2,1,3,1,2,6,4,2,1,0,1
HARRACHAUR,1787,769,1018,14,9,5,8,6,2,5,4,1,0,0,0,3,1,2,2,0,2,0,0,0,10,8,2
HASTICHAUR,6629,2723,3906,120,65,55,31,18,13,49,27,22,0,0,0,33,19,14,19,11,8,10,5,5,10,7,3
HAWANGDI,2009,892,1117,18,14,4,7,0,7,4,2,2,1,0,1,6,3,3,8,2,6,2,1,1,3,3,0
HUNGA,3162,1256,1906,45,30,15,24,8,16,16,10,6,2,2,0,8,5,3,11,4,7,6,2,4,10,7,3
ISMA RAJASTHAL,3462,1473,1989,33,17,16,16,7,9,16,7,9,5,3,2,15,9,6,11,4,7,1,1,0,3,1,2
JAISITHOK,2629,1135,1494,27,14,13,8,2,6,3,0,3,4,1,3,9,7,2,1,1,0,4,2,2,3,3,0
JAYAKHANI,1259,553,706,12,5,7,6,2,4,7,5,2,0,0,0,9,3,6,0,0,0,0,0,0,1,0,1
JOHANG,4205,1781,2424,38,21,17,24,13,11,26,14,12,2,1,1,25,13,12,5,3,2,7,4,3,10,4,6
JUNIYA,2773,1139,1634,21,11,10,7,3,4,5,3,2,4,2,2,16,9,7,6,2,4,4,1,3,11,4,7
JUVUNG,3767,1522,2245,37,22,15,18,7,11,15,5,10,2,1,1,8,2,6,5,4,1,6,3,3,13,10,3
KHADGAKOT,3753,1622,2131,19,11,8,10,6,4,11,3,8,0,0,0,20,12,8,7,2,5,6,3,3,8,5,3
KHARJYANG,3756,1569,2187,28,16,12,9,4,5,7,3,4,1,1,0,18,6,12,7,4,3,2,2,0,6,4,2
KURGHA,3060,1290,1770,10,6,4,9,4,5,7,4,3,1,0,1,12,7,5,7,3,4,3,1,2,3,2,1
LIMGHA,2999,1274,1725,14,8,6,8,8,0,9,5,4,0,0,0,7,3,4,2,1,1,0,0,0,0,0,0
MALAGIRI,2142,942,1200,32,23,9,1,1,0,3,0,3,0,0,0,2,2,0,5,3,2,0,0,0,2,1,1
MARBHUNG,3740,1675,2065,35,12,23,7,0,7,13,7,6,2,2,0,8,6,2,9,6,3,3,2,1,4,3,1
MUSIKOT,3940,1683,2257,26,13,13,12,7,5,17,6,11,0,0,0,21,13,8,4,3,1,4,2,2,9,3,6
MYAL POKHARI,2116,893,1223,41,18,23,11,9,2,16,8,8,0,0,0,6,5,1,3,3,0,4,4,0,1,1,0
NETA,3123,1343,1780,55,37,18,40,24,16,22,10,12,3,0,3,11,8,3,14,7,7,3,3,0,25,16,9
PALLIKOT,2745,1121,1624,46,21,25,21,9,12,10,8,2,2,1,1,18,10,8,7,4,3,11,3,8,2,1,1
PARALMI,2774,1115,1659,35,21,14,28,12,16,25,15,10,2,2,0,12,9,3,4,2,2,0,0,0,15,6,9
PAUDI AMARAYEE,3501,1531,1970,35,23,12,19,12,7,23,10,13,2,0,2,19,14,5,11,7,4,5,2,3,7,4,3
PIPALDHARA,3036,1329,1707,38,26,12,17,9,8,10,4,6,1,0,1,7,4,3,3,1,2,14,10,4,10,5,5
PURKOT DAHA,3769,1584,2185,23,16,7,4,3,1,14,8,6,1,0,1,7,6,1,6,4,2,1,1,0,8,7,1
PURTIGHAT,1974,871,1103,19,8,11,8,2,6,16,5,11,0,0,0,5,4,1,7,5,2,1,1,0,14,8,6
RIMUWA,2314,946,1368,40,25,15,23,11,12,14,8,6,3,2,1,18,8,10,2,1,1,1,0,1,4,2,2
RUPAKOT,3413,1393,2020,26,12,14,14,7,7,22,8,14,2,2,0,13,8,5,6,5,1,2,2,0,20,9,11
RURU,3225,1457,1768,22,10,12,17,9,8,16,8,8,1,0,1,9,5,4,7,5,2,2,1,1,7,5,2
SHANTIPUR,3786,1660,2126,30,21,9,10,6,4,7,3,4,1,0,1,10,6,4,11,9,2,5,3,2,5,2,3
SIMICHAUR,5073,2107,2966,26,19,7,8,6,2,14,9,5,1,1,0,9,4,5,11,4,7,12,10,2,9,2,7
SIRSENI,3261,1401,1860,22,12,10,12,7,5,14,6,8,1,0,1,10,5,5,3,2,1,1,0,1,5,3,2
TAMGHAS,14663,6920,7743,62,26,36,40,22,18,23,13,10,1,1,0,21,13,8,9,5,4,4,3,1,22,12,10
THANPATI,2515,1025,1490,33,19,14,6,2,4,4,2,2,0,0,0,10,5,5,5,4,1,3,2,1,9,1,8
THULO LUMPEK,5891,2630,3261,85,49,36,32,15,17,25,14,11,0,0,0,21,12,9,28,19,9,3,1,2,18,11,7
TURANG,3854,1673,2181,17,11,6,4,4,0,20,11,9,0,0,0,17,7,10,4,3,1,0,0,0,6,5,1
WAGLA,3459,1518,1941,30,19,11,13,3,10,10,2,8,0,0,0,11,7,4,2,1,1,2,1,1,2,2,0
WAMITAKSAR,6241,2708,3533,34,20,14,22,11,11,16,10,6,1,1,0,16,11,5,11,5,6,5,2,3,13,7,6
INSTITUTIONAL,1106,991,115,6,6,0,4,1,3,1,1,0,8,4,4,0,0,0,1,0,1,11,6,5,18,7,11
