VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
DAULICHAUR,5190,2629,2561,48,28,20,35,17,18,23,10,13,14,6,8,3,2,1,4,2,2,0,0,0,0,0,0
DEULEKH,4283,2081,2202,39,22,17,21,7,14,20,14,6,4,1,3,8,4,4,5,2,3,4,4,0,3,1,2
DEULIKOT,7243,3557,3686,119,63,56,54,29,25,35,13,22,1,1,0,24,17,7,12,8,4,4,1,3,7,5,2
DHAMENA,2791,1375,1416,18,11,7,10,4,6,4,0,4,0,0,0,7,4,3,3,2,1,1,1,0,1,0,1
GADARAYA,2948,1356,1592,31,19,12,17,12,5,13,6,7,0,0,0,5,2,3,0,0,0,4,4,0,4,2,2
HEMANTABADA,3290,1505,1785,11,6,5,20,11,9,5,2,3,1,0,1,8,6,2,1,0,1,2,1,1,1,1,0
KADEL,4699,2223,2476,21,7,14,15,10,5,8,4,4,2,2,0,4,2,2,3,2,1,2,1,1,8,3,5
KAILASH,1868,894,974,9,4,5,12,7,5,8,5,3,0,0,0,11,5,6,2,1,1,0,0,0,1,1,0
KALUKHETI,2515,1160,1355,6,2,4,9,3,6,15,5,10,1,1,0,2,2,0,2,1,1,0,0,0,7,1,6
KANDA,2156,1091,1065,3,2,1,6,3,3,4,3,1,2,1,1,4,1,3,2,1,1,2,2,0,3,2,1
KAPHALASERI,6628,3290,3338,29,13,16,16,11,5,14,4,10,1,0,1,1,1,0,0,0,0,3,1,2,0,0,0
KHIRATADI,7885,3667,4218,82,46,36,30,13,17,28,16,12,1,0,1,12,7,5,4,4,0,5,3,2,10,5,5
KOIRALAKOT,3548,1615,1933,31,16,15,24,8,16,14,6,8,1,0,1,4,3,1,5,2,3,1,0,1,3,1,2
KOT BHAIRAB,3275,1479,1796,97,43,54,45,17,28,53,20,33,3,0,3,9,7,2,6,2,4,5,2,3,2,1,1
KOTDEWAL,3242,1473,1769,11,6,5,17,7,10,5,3,2,0,0,0,5,2,3,3,1,2,1,0,1,7,2,5
LAMATOLA,1771,774,997,29,9,20,30,13,17,14,7,7,0,0,0,6,3,3,3,3,0,1,0,1,0,0,0
LEKGAU,4688,2241,2447,39,15,24,20,8,12,24,10,14,0,0,0,3,3,0,6,2,4,2,0,2,1,0,1
LUYANTA,2893,1294,1599,31,18,13,12,9,3,10,6,4,0,0,0,2,0,2,4,4,0,0,0,0,2,1,1
MAJHIGAU,3911,1729,2182,35,19,16,25,9,16,28,12,16,2,1,1,7,7,0,7,2,5,4,2,2,13,6,7
MALUMELA,2240,1042,1198,21,12,9,10,3,7,2,1,1,0,0,0,3,0,3,1,0,1,1,1,0,1,1,0
MASTA,2693,1296,1397,11,7,4,13,5,8,7,3,4,3,3,0,9,8,1,4,2,2,0,0,0,3,3,0
MATELA,2411,1083,1328,52,23,29,23,11,12,9,6,3,0,0,0,8,6,2,4,3,1,1,1,0,7,2,5
MAULALI,3370,1543,1827,16,10,6,11,7,4,2,2,0,2,1,1,1,0,1,2,1,1,2,0,2,7,3,4
MELBISAUNI,3424,1643,1781,24,13,11,15,7,8,10,3,7,2,0,2,8,2,6,3,0,3,2,0,2,4,4,0
PARAKATNE,4209,1908,2301,10,8,2,14,9,5,14,5,9,2,1,1,6,2,4,1,1,0,0,0,0,1,1,0
PATADEWAL,2339,1031,1308,45,25,20,34,13,21,18,12,6,0,0,0,14,9,5,6,5,1,2,1,1,8,4,4
PAUWAGADHI,1897,841,1056,33,19,14,14,9,5,10,5,5,0,0,0,7,4,3,1,0,1,0,0,0,0,0,0
PIPALKOT,4749,2362,2387,49,29,20,23,10,13,19,12,7,0,0,0,10,4,6,3,1,2,2,2,0,4,3,1
RAYAL,6280,2886,3394,47,26,21,27,12,15,16,7,9,2,0,2,6,2,4,8,5,3,3,2,1,6,1,5
RILU,5246,2571,2675,26,20,6,17,13,4,28,17,11,7,4,3,5,3,2,3,1,2,0,0,0,8,4,4
RITHAPATA,2885,1431,1454,20,7,13,6,3,3,19,12,7,1,1,0,10,7,3,5,5,0,1,0,1,12,5,7
SAINPASELA,5934,2717,3217,87,48,39,54,20,34,37,17,20,4,3,1,10,9,1,5,2,3,3,1,2,19,7,12
SUBEDA,4329,2010,2319,19,7,12,12,4,8,14,6,8,2,0,2,4,3,1,1,1,0,1,1,0,4,2,2
SUNIKOT,1959,896,1063,40,20,20,20,4,16,34,14,20,2,0,2,10,4,6,1,0,1,1,1,0,7,1,6
SUNKUDA,6888,3122,3766,105,59,46,76,31,45,46,18,28,6,2,4,31,20,11,11,8,3,4,2,2,27,13,14
SURMA,3665,1831,1834,16,8,8,6,4,2,8,6,2,1,0,1,3,2,1,2,0,2,3,2,1,1,0,1
SYANDI,5293,2555,2738,71,40,31,112,56,56,48,29,19,7,2,5,21,15,6,6,4,2,3,0,3,12,6,6
INSTITUTIONAL,455,446,9,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
