VDC/MUNICIPALITY,NO_DISABILITY_BOTH_SEX,NO_DISABILITY_MALE,NO_DISABILITY_FEMALE,PHYSICAL_BOTH_SEX,PHYSICAL_MALE,PHYSICAL_FEMALE,BLINDNESS_LOW_VISION_BOTH_SEX,BLINDNESS_LOW_VISION_MALE,BLINDNESS_LOW_VISION_FEMALE,DEAF_HEARING_BOTH_SEX,DEAF_HEARING_MALE,DEAF_HEARING_FEMALE,DEAF_BLIND_BOTH_SEX,DEAF_BLIND_MALE,DEAF_BLIND_FEMALE,SPEECH_PROBLEM_BOTH_SEX,SPEECH_PROBLEM_MALE,SPEECH_PROBLEM_FEMALE,MENTAL_DISABILITY_BOTH_SEX,MENTAL_DISABILITY_MALE,MENTAL_DISABILITY_FEMALE,INTELLECTUAL_DISABILITY_BOTH_SEX,INTELLECTUAL_DISABILITY_MALE,INTELLECTUAL_DISABILITY_FEMALE,MULTIPLE_DISABILITY_BOTH_SEX,MULTIPLE_DISABILITY_MALE,MULTIPLE_DISABILITY_FEMALE
LALI,2698,1218,1480,55,26,29,15,5,10,25,14,11,2,0,2,3,2,1,4,3,1,4,3,1,2,2,0
LATINATH,4524,2182,2342,85,42,43,12,6,6,22,10,12,4,1,3,13,11,2,7,4,3,2,2,0,6,1,5
MALIKARJUN,2314,1072,1242,42,22,20,21,10,11,18,11,7,0,0,0,6,5,1,1,1,0,4,2,2,25,10,15
PIPALCHAURI,2005,908,1097,8,5,3,3,2,1,11,7,4,1,0,1,3,2,1,0,0,0,0,0,0,1,0,1
RANISIKHAR,2468,1135,1333,26,7,19,23,7,16,12,7,5,3,2,1,8,5,3,3,2,1,1,0,1,7,3,4
RAPLA,1110,521,589,20,18,2,16,10,6,21,15,6,1,0,1,12,5,7,1,0,1,0,0,0,6,5,1
RITHACHAUPATA,4546,2029,2517,67,28,39,32,17,15,30,17,13,0,0,0,9,6,3,6,4,2,0,0,0,15,11,4
SANKARPUR,2903,1361,1542,31,20,11,6,2,4,12,8,4,0,0,0,9,5,4,7,6,1,5,2,3,8,7,1
SERI,2367,1140,1227,28,12,16,22,11,11,25,17,8,1,1,0,5,3,2,3,2,1,2,1,1,3,2,1
SHARMAULI,4275,1963,2312,26,11,15,14,6,8,12,9,3,0,0,0,5,2,3,11,7,4,0,0,0,5,4,1
SIKHAR,2826,1384,1442,33,21,12,8,3,5,5,4,1,0,0,0,5,3,2,4,2,2,0,0,0,5,5,0
SIPTI,4242,2012,2230,38,25,13,22,9,13,12,5,7,1,1,0,10,7,3,2,0,2,2,1,1,10,4,6
SITAULA,3254,1582,1672,39,22,17,20,10,10,18,15,3,0,0,0,14,7,7,8,3,5,1,0,1,2,2,0
SUNSERA,3364,1621,1743,24,11,13,14,6,8,16,12,4,1,0,1,5,3,2,3,2,1,0,0,0,10,3,7
TAPOBAN,2129,1050,1079,74,22,52,34,14,20,14,10,4,5,2,3,9,4,5,5,1,4,0,0,0,23,9,14
UKU,3508,1585,1923,23,15,8,8,4,4,6,3,3,5,4,1,19,13,6,2,2,0,0,0,0,1,0,1
INSTITUTIONAL,784,737,47,2,1,1,1,0,1,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0
